Host,HostCode,Target,TargetCode,Amount,
Bulgaria,BGR,Sri Lanka,LKA,40320.00,
Bulgaria,BGR,Sudan,SDN,32016.00,
Bulgaria,BGR,Suriname,SUR,5824.00,
Bulgaria,BGR,Swaziland,SWZ,0.00,
Bulgaria,BGR,Sweden,SWE,14400.00,
Bulgaria,BGR,Switzerland,CHE,100800.00,
Bulgaria,BGR,Syrian Arab Republic,SYR,19200.00,
Bulgaria,BGR,Taiwan,TWN,26880.00,
Bulgaria,BGR,Tajikistan,TJK,41280.00,
Bulgaria,BGR,"Tanzania, United Republic of",TZA,14352.00,
Bulgaria,BGR,Thailand,THA,37440.00,
Bulgaria,BGR,Timor Leste,TLS,960.00,
Bulgaria,BGR,Togo,TGO,9936.00,
Bulgaria,BGR,Tokelau,TKL,0.00,
Bulgaria,BGR,Tonga,TON,2880.00,
Bulgaria,BGR,Trinidad and Tobago,TTO,8064.00,
Bulgaria,BGR,Tunisia,TUN,26880.00,
Bulgaria,BGR,Turkey,TUR,88871040.00,
Bulgaria,BGR,Turkmenistan,TKM,13440.00,
Bulgaria,BGR,Turks and Caicos,TCA,0.00,
Bulgaria,BGR,Tuvalu,TUV,0.00,
Bulgaria,BGR,Uganda,UGA,8832.00,
Bulgaria,BGR,Ukraine,UKR,298560.00,
Bulgaria,BGR,United Arab Emirates,ARE,4800.00,
Bulgaria,BGR,United Kingdom,GBR,206400.00,
Bulgaria,BGR,United States of America,USA,106560.00,
Bulgaria,BGR,Uruguay,URY,5824.00,
Bulgaria,BGR,Uzbekistan,UZB,119040.00,
Bulgaria,BGR,Vanuatu,VUT,0.00,
Bulgaria,BGR,Venezuela,VEN,8064.00,
Bulgaria,BGR,Viet Nam,VNM,97920.00,
Bulgaria,BGR,"Virgin Islands, British ",VGB,0.00,
Bulgaria,BGR,"Virgin Islands, U.S.",VIR,1792.00,
Bulgaria,BGR,Wallis and Futuna*,WLF,0.00,
Bulgaria,BGR,Yemen,YEM,25920.00,
Bulgaria,BGR,Zambia,ZMB,12144.00,
Bulgaria,BGR,Zimbabwe,ZWE,15456.00,
Burkina Faso,BFA,Afghanistan,AFG,1354560.00,
Burkina Faso,BFA,Albania,ALB,556800.00,
Burkina Faso,BFA,Algeria,DZA,9213984.00,
Burkina Faso,BFA,American Samoa,ASM,22080.00,
Burkina Faso,BFA,Andorra,AND,4800.00,
Burkina Faso,BFA,Angola,AGO,865007.00,
Burkina Faso,BFA,Anguilla,AIA,2880.00,
Burkina Faso,BFA,Antigua & Barbuda,ATG,47040.00,
Burkina Faso,BFA,Argentina,ARG,473280.00,
Burkina Faso,BFA,Armenia,ARM,478080.00,
Burkina Faso,BFA,Aruba,ABW,9600.00,
Burkina Faso,BFA,Australia,AUS,1684800.00,
Burkina Faso,BFA,Austria,AUT,1660800.00,
Burkina Faso,BFA,Azerbaijan,AZE,840000.00,
Burkina Faso,BFA,Bahamas,BHS,28800.00,
Burkina Faso,BFA,Bahrain,BHR,27840.00,
Burkina Faso,BFA,Bangladesh,BGD,3097920.00,
Burkina Faso,BFA,Barbados,BRB,82560.00,
Burkina Faso,BFA,Belarus,BLR,1391040.00,
Burkina Faso,BFA,Belgium,BEL,1675200.00,
Burkina Faso,BFA,Belize,BLZ,40320.00,
Burkina Faso,BFA,Benin,BEN,21847631.00,
Burkina Faso,BFA,Bermuda,BMU,36480.00,
Burkina Faso,BFA,Bhutan,BTN,5760.00,
Burkina Faso,BFA,Bolivia,BOL,442707.62,
Burkina Faso,BFA,Bosnia and Herzegovina,BIH,921600.00,
Burkina Faso,BFA,Botswana,BWA,14950.00,
Burkina Faso,BFA,Brazil,BRA,706560.00,
Burkina Faso,BFA,Brunei Darussalam,BRN,9600.00,
Burkina Faso,BFA,Bulgaria,BGR,616320.00,
Burkina Faso,BFA,Burkina Faso,BFA,0.00,
Burkina Faso,BFA,Burundi,BDI,492453.00,
Burkina Faso,BFA,Cambodia,KHM,181440.00,
Burkina Faso,BFA,Cameroon,CMR,1050387.00,
Burkina Faso,BFA,Canada,CAN,2179200.00,
Burkina Faso,BFA,Cape Verde,CPV,1374204.00,
Burkina Faso,BFA,Cayman Islands,CYM,2880.00,
Burkina Faso,BFA,Central African Republic,CAF,57109.00,
Burkina Faso,BFA,Chad,TCD,1079988.00,
Burkina Faso,BFA,Chile,CHL,414720.00,
Burkina Faso,BFA,China,CHN,3480960.00,
Burkina Faso,BFA,Colombia,COL,1250880.00,
Burkina Faso,BFA,Comoros,COM,55315.00,
Burkina Faso,BFA,Congo,COG,296010.00,
Burkina Faso,BFA,"Congo, the Democratic Republic of the",COD,737633.00,
Burkina Faso,BFA,Cook Islands,COK,12480.00,
Burkina Faso,BFA,Costa Rica,CRI,140893.69,
Burkina Faso,BFA,Cote d'Ivoire,CIV,10419253.00,
Burkina Faso,BFA,Croatia,HRV,428160.00,
Burkina Faso,BFA,Cuba,CUB,835200.00,
Burkina Faso,BFA,Cyprus,CYP,99840.00,
Burkina Faso,BFA,Czech Republic,CZE,1329600.00,
Burkina Faso,BFA,Denmark,DNK,849600.00,
Burkina Faso,BFA,Djibouti,DJI,72864.00,
Burkina Faso,BFA,Dominica,DMA,32640.00,
Burkina Faso,BFA,Dominican Republic,DOM,1225442.25,
Burkina Faso,BFA,Ecuador,ECU,753358.14,
Burkina Faso,BFA,Egypt,EGY,9512064.00,
Burkina Faso,BFA,El Salvador,SLV,886824.51,
Burkina Faso,BFA,Equatorial Guinea,GNQ,254449.00,
Burkina Faso,BFA,Eritrea,ERI,675441.00,
Burkina Faso,BFA,Estonia,EST,129600.00,
Burkina Faso,BFA,Ethiopia,ETH,359099.00,
Burkina Faso,BFA,Falkland Islands (Malvinas)*,FLK,960.00,
Burkina Faso,BFA,Faroe Islands,FRO,0.00,
Burkina Faso,BFA,Fiji,FJI,78720.00,
Burkina Faso,BFA,Finland,FIN,252480.00,
Burkina Faso,BFA,France,FRA,52680000.00,
Burkina Faso,BFA,French Guiana,GUF,960.00,
Burkina Faso,BFA,French Polynesia,PYF,1920.00,
Burkina Faso,BFA,Gabon,GAB,159666.00,
Burkina Faso,BFA,Gambia,GMB,798629.00,
Burkina Faso,BFA,Georgia,GEO,627840.00,
Burkina Faso,BFA,Germany,DEU,3480000.00,
Burkina Faso,BFA,Ghana,GHA,27902680.00,
Burkina Faso,BFA,Gibraltar,GIB,12480.00,
Burkina Faso,BFA,Greece,GRC,670080.00,
Burkina Faso,BFA,Greenland,GRL,2880.00,
Burkina Faso,BFA,Grenada,GRD,53760.00,
Burkina Faso,BFA,Guadeloupe,GLP,1920.00,
Burkina Faso,BFA,Guam,GUM,47040.00,
Burkina Faso,BFA,Guatemala,GTM,992988.20,
Burkina Faso,BFA,Guinea,GIN,19487624.00,
Burkina Faso,BFA,Guinea-Bissau,GNB,2226952.00,
Burkina Faso,BFA,Guyana,GUY,228240.00,
Burkina Faso,BFA,Haiti,HTI,576960.00,
Burkina Faso,BFA,Honduras,HND,687764.95,
Burkina Faso,BFA,Hong Kong,HKG,430080.00,
Burkina Faso,BFA,Hungary,HUN,296640.00,
Burkina Faso,BFA,Iceland,ISL,24000.00,
Burkina Faso,BFA,India,IND,5042880.00,
Burkina Faso,BFA,Indonesia,IDN,984960.00,
Burkina Faso,BFA,"Iran, Islamic Republic of",IRN,497280.00,
Burkina Faso,BFA,Iraq,IRQ,576000.00,
Burkina Faso,BFA,Ireland,IRL,691200.00,
Burkina Faso,BFA,Israel,ISR,510720.00,
Burkina Faso,BFA,Italy,ITA,2496000.00,
Burkina Faso,BFA,Jamaica,JAM,739200.00,
Burkina Faso,BFA,Japan,JPN,524160.00,
Burkina Faso,BFA,Jordan,JOR,358080.00,
Burkina Faso,BFA,Kazakhstan,KAZ,2220480.00,
Burkina Faso,BFA,Kenya,KEN,599794.00,
Burkina Faso,BFA,Kiribati,KIR,1920.00,
Burkina Faso,BFA,"Korea, Democratic People’s Republic of",PRK,269760.00,
Burkina Faso,BFA,"Korea, Republic of",KOR,860160.00,
Burkina Faso,BFA,Kuwait,KWT,112320.00,
Burkina Faso,BFA,Kyrgyzstan,KGZ,365760.00,
Burkina Faso,BFA,Lao People’s Democratic Republic,LAO,205440.00,
Burkina Faso,BFA,Latvia,LVA,164160.00,
Burkina Faso,BFA,Lebanon,LBN,3007680.00,
Burkina Faso,BFA,Lesotho,LSO,40963.00,
Burkina Faso,BFA,Liberia,LBR,1010919.00,
Burkina Faso,BFA,Libyan Arab Jamahiriya,LBY,388608.00,
Burkina Faso,BFA,Liechtenstein,LIE,2880.00,
Burkina Faso,BFA,Lithuania,LTU,234240.00,
Burkina Faso,BFA,Luxembourg,LUX,158400.00,
Burkina Faso,BFA,Macau,MAC,60480.00,
Burkina Faso,BFA,"Macedonia, the former Yugoslav Republic of",MKD,183360.00,
Burkina Faso,BFA,Madagascar,MDG,178204.00,
Burkina Faso,BFA,Malawi,MWI,131261.00,
Burkina Faso,BFA,Malaysia,MYS,407040.00,
Burkina Faso,BFA,Maldives,MDV,960.00,
Burkina Faso,BFA,Mali,MLI,130938379.00,
Burkina Faso,BFA,Malta,MLT,83520.00,
Burkina Faso,BFA,Marshall Islands,MHL,5760.00,
Burkina Faso,BFA,Martinique,MTQ,2880.00,
Burkina Faso,BFA,Mauritania,MRT,2685319.00,
Burkina Faso,BFA,Mauritius,MUS,158769.00,
Burkina Faso,BFA,Mayotte,MYT,299.00,
Burkina Faso,BFA,Mexico,MEX,7919040.00,
Burkina Faso,BFA,"Micronesia, Federated States of",FSM,12480.00,
Burkina Faso,BFA,"Moldova, Republic of",MDA,515520.00,
Burkina Faso,BFA,Monaco,MCO,14400.00,
Burkina Faso,BFA,Mongolia,MNG,4800.00,
Burkina Faso,BFA,Montserrat,MSR,11520.00,
Burkina Faso,BFA,Morocco,MAR,11484912.00,
Burkina Faso,BFA,Mozambique,MOZ,746304.00,
Burkina Faso,BFA,Myanmar,MMR,156480.00,
Burkina Faso,BFA,Namibia,NAM,20930.00,
Burkina Faso,BFA,Nauru,NRU,960.00,
Burkina Faso,BFA,Nepal,NPL,476160.00,
Burkina Faso,BFA,Netherlands,NLD,682560.00,
Burkina Faso,BFA,Netherlands Antilles,ANT,75840.00,
Burkina Faso,BFA,New Caledonia,NCL,960.00,
Burkina Faso,BFA,New Zealand,NZL,284160.00,
Burkina Faso,BFA,Nicaragua,NIC,576093.29,
Burkina Faso,BFA,Niger,NER,41349607.00,
Burkina Faso,BFA,Nigeria,NGA,34311284.30,
Burkina Faso,BFA,Niue,NIU,3840.00,
Burkina Faso,BFA,Norfolk Island,NFK,0.00,
Burkina Faso,BFA,Northern Mariana Islands,MNP,5760.00,
Burkina Faso,BFA,Norway,NOR,128640.00,
Burkina Faso,BFA,Oman,OMN,3840.00,
Burkina Faso,BFA,Pakistan,PAK,1944960.00,
Burkina Faso,BFA,Palau,PLW,5760.00,
Burkina Faso,BFA,"Palestinian Territory, Occupied ",PSE,548160.00,
Burkina Faso,BFA,Panama,PAN,144000.00,
Burkina Faso,BFA,Papua New Guinea,PNG,27840.00,
Burkina Faso,BFA,Paraguay,PRY,319680.00,
Burkina Faso,BFA,Peru,PER,554880.00,
Burkina Faso,BFA,Philippines,PHL,1968960.00,
Burkina Faso,BFA,Poland,POL,1486080.00,
Burkina Faso,BFA,Portugal,PRT,1772160.00,
Burkina Faso,BFA,Puerto Rico,PRI,1206720.00,
Burkina Faso,BFA,Qatar,QAT,5760.00,
Burkina Faso,BFA,Reunion*,REU,960.00,
Burkina Faso,BFA,Romania,ROM,3772800.00,
Burkina Faso,BFA,Russian Federation,RUS,9406080.00,
Burkina Faso,BFA,Rwanda,RWA,299897.00,
Burkina Faso,BFA,Saint Helena*,SHN,48000.00,
Burkina Faso,BFA,Saint Kitts and Nevis,KNA,26880.00,
Burkina Faso,BFA,Saint Lucia,LCA,39360.00,
Burkina Faso,BFA,Saint Pierre and Miquelon*,SPM,0.00,
Burkina Faso,BFA,Saint Vincent and the Grenadines,VCT,44160.00,
Burkina Faso,BFA,Samoa,WSM,57600.00,
Burkina Faso,BFA,San Marino,SMR,3840.00,
Burkina Faso,BFA,Sao Tome and Principe,STP,204217.00,
Burkina Faso,BFA,Saudi Arabia,SAU,105600.00,
Burkina Faso,BFA,Senegal,SEN,4158492.00,
Burkina Faso,BFA,Serbia and Montenegro,SCG,1187520.00,
Burkina Faso,BFA,Seychelles,SYC,15548.00,
Burkina Faso,BFA,Sierra Leone,SLE,1260883.00,
Burkina Faso,BFA,Singapore,SGP,147840.00,
Burkina Faso,BFA,Slovakia,SVK,363840.00,
Burkina Faso,BFA,Slovenia,SVN,78720.00,
Burkina Faso,BFA,Solomon Islands,SLB,1920.00,
Burkina Faso,BFA,Somalia,SOM,637468.00,
Burkina Faso,BFA,South Africa,ZAF,956501.00,
Burkina Faso,BFA,Spain,ESP,5385600.00,
Burkina Faso,BFA,Sri Lanka,LKA,480000.00,
Burkina Faso,BFA,Sudan,SDN,757367.00,
Burkina Faso,BFA,Suriname,SUR,187200.00,
Burkina Faso,BFA,Swaziland,SWZ,9867.00,
Burkina Faso,BFA,Sweden,SWE,593280.00,
Burkina Faso,BFA,Switzerland,CHE,1761600.00,
Burkina Faso,BFA,Syrian Arab Republic,SYR,528960.00,
Burkina Faso,BFA,Taiwan,TWN,319680.00,
Burkina Faso,BFA,Tajikistan,TJK,501120.00,
Burkina Faso,BFA,"Tanzania, United Republic of",TZA,259532.00,
Burkina Faso,BFA,Thailand,THA,454080.00,
Burkina Faso,BFA,Timor Leste,TLS,12480.00,
Burkina Faso,BFA,Togo,TGO,5750667.00,
Burkina Faso,BFA,Tokelau,TKL,960.00,
Burkina Faso,BFA,Tonga,TON,27840.00,
Burkina Faso,BFA,Trinidad and Tobago,TTO,261120.00,
Burkina Faso,BFA,Tunisia,TUN,2276160.00,
Burkina Faso,BFA,Turkey,TUR,1627200.00,
Burkina Faso,BFA,Turkmenistan,TKM,157440.00,
Burkina Faso,BFA,Turks and Caicos,TCA,1920.00,
Burkina Faso,BFA,Tuvalu,TUV,960.00,
Burkina Faso,BFA,Uganda,UGA,216177.00,
Burkina Faso,BFA,Ukraine,UKR,4569600.00,
Burkina Faso,BFA,United Arab Emirates,ARE,39360.00,
Burkina Faso,BFA,United Kingdom,GBR,3544320.00,
Burkina Faso,BFA,United States of America,USA,7178880.00,
Burkina Faso,BFA,Uruguay,URY,191040.00,
Burkina Faso,BFA,Uzbekistan,UZB,1441920.00,
Burkina Faso,BFA,Vanuatu,VUT,1920.00,
Burkina Faso,BFA,Venezuela,VEN,263040.00,
Burkina Faso,BFA,Viet Nam,VNM,1177920.00,
Burkina Faso,BFA,"Virgin Islands, British ",VGB,5760.00,
Burkina Faso,BFA,"Virgin Islands, U.S.",VIR,50880.00,
Burkina Faso,BFA,Wallis and Futuna*,WLF,3840.00,
Burkina Faso,BFA,Yemen,YEM,299520.00,
Burkina Faso,BFA,Zambia,ZMB,221260.00,
Burkina Faso,BFA,Zimbabwe,ZWE,292123.00,
Burundi,BDI,Afghanistan,AFG,143040.00,
Burundi,BDI,Albania,ALB,48960.00,
Burundi,BDI,Algeria,DZA,792672.00,
Burundi,BDI,American Samoa,ASM,2880.00,
Burundi,BDI,Andorra,AND,10560.00,
Burundi,BDI,Angola,AGO,172822.00,
Burundi,BDI,Anguilla,AIA,0.00,
Burundi,BDI,Antigua & Barbuda,ATG,3840.00,
Burundi,BDI,Argentina,ARG,35520.00,
Burundi,BDI,Armenia,ARM,49920.00,
Burundi,BDI,Aruba,ABW,960.00,
Burundi,BDI,Australia,AUS,134400.00,
Burundi,BDI,Austria,AUT,148800.00,
Burundi,BDI,Azerbaijan,AZE,88320.00,
Burundi,BDI,Bahamas,BHS,1920.00,
Burundi,BDI,Bahrain,BHR,5760.00,
Burundi,BDI,Bangladesh,BGD,326400.00,
Burundi,BDI,Barbados,BRB,5760.00,
Burundi,BDI,Belarus,BLR,119040.00,
Burundi,BDI,Belgium,BEL,196800.00,
Burundi,BDI,Belize,BLZ,2880.00,
Burundi,BDI,Benin,BEN,266409.00,
Burundi,BDI,Bermuda,BMU,3840.00,
Burundi,BDI,Bhutan,BTN,960.00,
Burundi,BDI,Bolivia,BOL,34054.43,
Burundi,BDI,Bosnia and Herzegovina,BIH,80640.00,
Burundi,BDI,Botswana,BWA,4186.00,
Burundi,BDI,Brazil,BRA,51840.00,
Burundi,BDI,Brunei Darussalam,BRN,960.00,
Burundi,BDI,Bulgaria,BGR,53760.00,
Burundi,BDI,Burkina Faso,BFA,127673.00,
Burundi,BDI,Burundi,BDI,0.00,
Burundi,BDI,Cambodia,KHM,19200.00,
Burundi,BDI,Cameroon,CMR,258635.00,
Burundi,BDI,Canada,CAN,203520.00,
Burundi,BDI,Cape Verde,CPV,28704.00,
Burundi,BDI,Cayman Islands,CYM,0.00,
Burundi,BDI,Central African Republic,CAF,426075.00,
Burundi,BDI,Chad,TCD,1154738.00,
Burundi,BDI,Chile,CHL,31680.00,
Burundi,BDI,China,CHN,456000.00,
Burundi,BDI,Colombia,COL,95040.00,
Burundi,BDI,Comoros,COM,75049.00,
Burundi,BDI,Congo,COG,1981772.00,
Burundi,BDI,"Congo, the Democratic Republic of the",COD,1493505.00,
Burundi,BDI,Cook Islands,COK,1920.00,
Burundi,BDI,Costa Rica,CRI,11081.53,
Burundi,BDI,Cote d'Ivoire,CIV,17342.00,
Burundi,BDI,Croatia,HRV,37440.00,
Burundi,BDI,Cuba,CUB,66240.00,
Burundi,BDI,Cyprus,CYP,10560.00,
Burundi,BDI,Czech Republic,CZE,182400.00,
Burundi,BDI,Denmark,DNK,134400.00,
Burundi,BDI,Djibouti,DJI,93840.00,
Burundi,BDI,Dominica,DMA,1920.00,
Burundi,BDI,Dominican Republic,DOM,93092.99,
Burundi,BDI,Ecuador,ECU,57305.54,
Burundi,BDI,Egypt,EGY,1196736.00,
Burundi,BDI,El Salvador,SLV,67796.69,
Burundi,BDI,Equatorial Guinea,GNQ,318734.00,
Burundi,BDI,Eritrea,ERI,1907321.00,
Burundi,BDI,Estonia,EST,11520.00,
Burundi,BDI,Ethiopia,ETH,53521.00,
Burundi,BDI,Falkland Islands (Malvinas)*,FLK,0.00,
Burundi,BDI,Faroe Islands,FRO,0.00,
Burundi,BDI,Fiji,FJI,9600.00,
Burundi,BDI,Finland,FIN,32640.00,
Burundi,BDI,France,FRA,5294400.00,
Burundi,BDI,French Guiana,GUF,0.00,
Burundi,BDI,French Polynesia,PYF,0.00,
Burundi,BDI,Gabon,GAB,168337.00,
Burundi,BDI,Gambia,GMB,4485.00,
Burundi,BDI,Georgia,GEO,66240.00,
Burundi,BDI,Germany,DEU,330240.00,
Burundi,BDI,Ghana,GHA,97175.00,
Burundi,BDI,Gibraltar,GIB,960.00,
Burundi,BDI,Greece,GRC,59520.00,
Burundi,BDI,Greenland,GRL,0.00,
Burundi,BDI,Grenada,GRD,3840.00,
Burundi,BDI,Guadeloupe,GLP,0.00,
Burundi,BDI,Guam,GUM,5760.00,
Burundi,BDI,Guatemala,GTM,74675.94,
Burundi,BDI,Guinea,GIN,261924.00,
Burundi,BDI,Guinea-Bissau,GNB,104650.00,
Burundi,BDI,Guyana,GUY,16560.00,
Burundi,BDI,Haiti,HTI,44160.00,
Burundi,BDI,Honduras,HND,51465.40,
Burundi,BDI,Hong Kong,HKG,45120.00,
Burundi,BDI,Hungary,HUN,25920.00,
Burundi,BDI,Iceland,ISL,1920.00,
Burundi,BDI,India,IND,1101120.00,
Burundi,BDI,Indonesia,IDN,103680.00,
Burundi,BDI,"Iran, Islamic Republic of",IRN,55680.00,
Burundi,BDI,Iraq,IRQ,62400.00,
Burundi,BDI,Ireland,IRL,61440.00,
Burundi,BDI,Israel,ISR,54720.00,
Burundi,BDI,Italy,ITA,229440.00,
Burundi,BDI,Jamaica,JAM,54720.00,
Burundi,BDI,Japan,JPN,56640.00,
Burundi,BDI,Jordan,JOR,39360.00,
Burundi,BDI,Kazakhstan,KAZ,233280.00,
Burundi,BDI,Kenya,KEN,820157.00,
Burundi,BDI,Kiribati,KIR,0.00,
Burundi,BDI,"Korea, Democratic People’s Republic of",PRK,29760.00,
Burundi,BDI,"Korea, Republic of",KOR,89280.00,
Burundi,BDI,Kuwait,KWT,22080.00,
Burundi,BDI,Kyrgyzstan,KGZ,38400.00,
Burundi,BDI,Lao People’s Democratic Republic,LAO,22080.00,
Burundi,BDI,Latvia,LVA,14400.00,
Burundi,BDI,Lebanon,LBN,72000.00,
Burundi,BDI,Lesotho,LSO,7774.00,
Burundi,BDI,Liberia,LBR,8372.00,
Burundi,BDI,Libyan Arab Jamahiriya,LBY,50784.00,
Burundi,BDI,Liechtenstein,LIE,0.00,
Burundi,BDI,Lithuania,LTU,20160.00,
Burundi,BDI,Luxembourg,LUX,14400.00,
Burundi,BDI,Macau,MAC,6720.00,
Burundi,BDI,"Macedonia, the former Yugoslav Republic of",MKD,16320.00,
Burundi,BDI,Madagascar,MDG,44551.00,
Burundi,BDI,Malawi,MWI,164450.00,
Burundi,BDI,Malaysia,MYS,43200.00,
Burundi,BDI,Maldives,MDV,0.00,
Burundi,BDI,Mali,MLI,430859.00,
Burundi,BDI,Malta,MLT,7680.00,
Burundi,BDI,Marshall Islands,MHL,960.00,
Burundi,BDI,Martinique,MTQ,0.00,
Burundi,BDI,Mauritania,MRT,49036.00,
Burundi,BDI,Mauritius,MUS,20930.00,
Burundi,BDI,Mayotte,MYT,0.00,
Burundi,BDI,Mexico,MEX,609600.00,
Burundi,BDI,"Micronesia, Federated States of",FSM,1920.00,
Burundi,BDI,"Moldova, Republic of",MDA,44160.00,
Burundi,BDI,Monaco,MCO,960.00,
Burundi,BDI,Mongolia,MNG,0.00,
Burundi,BDI,Montserrat,MSR,960.00,
Burundi,BDI,Morocco,MAR,843456.00,
Burundi,BDI,Mozambique,MOZ,1103310.00,
Burundi,BDI,Myanmar,MMR,16320.00,
Burundi,BDI,Namibia,NAM,15548.00,
Burundi,BDI,Nauru,NRU,0.00,
Burundi,BDI,Nepal,NPL,49920.00,
Burundi,BDI,Netherlands,NLD,49920.00,
Burundi,BDI,Netherlands Antilles,ANT,5760.00,
Burundi,BDI,New Caledonia,NCL,0.00,
Burundi,BDI,New Zealand,NZL,36480.00,
Burundi,BDI,Nicaragua,NIC,44314.87,
Burundi,BDI,Niger,NER,75049.00,
Burundi,BDI,Nigeria,NGA,8846402.56,
Burundi,BDI,Niue,NIU,0.00,
Burundi,BDI,Norfolk Island,NFK,0.00,
Burundi,BDI,Northern Mariana Islands,MNP,960.00,
Burundi,BDI,Norway,NOR,11520.00,
Burundi,BDI,Oman,OMN,960.00,
Burundi,BDI,Pakistan,PAK,305280.00,
Burundi,BDI,Palau,PLW,960.00,
Burundi,BDI,"Palestinian Territory, Occupied ",PSE,56640.00,
Burundi,BDI,Panama,PAN,10560.00,
Burundi,BDI,Papua New Guinea,PNG,3840.00,
Burundi,BDI,Paraguay,PRY,24000.00,
Burundi,BDI,Peru,PER,42240.00,
Burundi,BDI,Philippines,PHL,206400.00,
Burundi,BDI,Poland,POL,129600.00,
Burundi,BDI,Portugal,PRT,148800.00,
Burundi,BDI,Puerto Rico,PRI,95040.00,
Burundi,BDI,Qatar,QAT,960.00,
Burundi,BDI,Reunion*,REU,0.00,
Burundi,BDI,Romania,ROM,331200.00,
Burundi,BDI,Russian Federation,RUS,812160.00,
Burundi,BDI,Rwanda,RWA,931983.00,
Burundi,BDI,Saint Helena*,SHN,960.00,
Burundi,BDI,Saint Kitts and Nevis,KNA,1920.00,
Burundi,BDI,Saint Lucia,LCA,2880.00,
Burundi,BDI,Saint Pierre and Miquelon*,SPM,0.00,
Burundi,BDI,Saint Vincent and the Grenadines,VCT,2880.00,
Burundi,BDI,Samoa,WSM,7680.00,
Burundi,BDI,San Marino,SMR,0.00,
Burundi,BDI,Sao Tome and Principe,STP,2093.00,
Burundi,BDI,Saudi Arabia,SAU,33600.00,
Burundi,BDI,Senegal,SEN,721188.00,
Burundi,BDI,Serbia and Montenegro,SCG,103680.00,
Burundi,BDI,Seychelles,SYC,6877.00,
Burundi,BDI,Sierra Leone,SLE,17043.00,
Burundi,BDI,Singapore,SGP,15360.00,
Burundi,BDI,Slovakia,SVK,31680.00,
Burundi,BDI,Slovenia,SVN,6720.00,
Burundi,BDI,Solomon Islands,SLB,0.00,
Burundi,BDI,Somalia,SOM,1091948.00,
Burundi,BDI,South Africa,ZAF,83720.00,
Burundi,BDI,Spain,ESP,446400.00,
Burundi,BDI,Sri Lanka,LKA,50880.00,
Burundi,BDI,Sudan,SDN,965471.00,
Burundi,BDI,Suriname,SUR,14400.00,
Burundi,BDI,Swaziland,SWZ,2392.00,
Burundi,BDI,Sweden,SWE,38400.00,
Burundi,BDI,Switzerland,CHE,158400.00,
Burundi,BDI,Syrian Arab Republic,SYR,24000.00,
Burundi,BDI,Taiwan,TWN,36480.00,
Burundi,BDI,Tajikistan,TJK,52800.00,
Burundi,BDI,"Tanzania, United Republic of",TZA,343252.00,
Burundi,BDI,Thailand,THA,48000.00,
Burundi,BDI,Timor Leste,TLS,960.00,
Burundi,BDI,Togo,TGO,101959.00,
Burundi,BDI,Tokelau,TKL,0.00,
Burundi,BDI,Tonga,TON,3840.00,
Burundi,BDI,Trinidad and Tobago,TTO,19200.00,
Burundi,BDI,Tunisia,TUN,170880.00,
Burundi,BDI,Turkey,TUR,172800.00,
Burundi,BDI,Turkmenistan,TKM,16320.00,
Burundi,BDI,Turks and Caicos,TCA,0.00,
Burundi,BDI,Tuvalu,TUV,0.00,
Burundi,BDI,Uganda,UGA,268203.00,
Burundi,BDI,Ukraine,UKR,391680.00,
Burundi,BDI,United Arab Emirates,ARE,36480.00,
Burundi,BDI,United Kingdom,GBR,361920.00,
Burundi,BDI,United States of America,USA,458880.00,
Burundi,BDI,Uruguay,URY,14400.00,
Burundi,BDI,Uzbekistan,UZB,151680.00,
Burundi,BDI,Vanuatu,VUT,0.00,
Burundi,BDI,Venezuela,VEN,20160.00,
Burundi,BDI,Viet Nam,VNM,125760.00,
Burundi,BDI,"Virgin Islands, British ",VGB,0.00,
Burundi,BDI,"Virgin Islands, U.S.",VIR,3840.00,
Burundi,BDI,Wallis and Futuna*,WLF,960.00,
Burundi,BDI,Yemen,YEM,58560.00,
Burundi,BDI,Zambia,ZMB,327106.00,
Burundi,BDI,Zimbabwe,ZWE,40963.00,
Cambodia,KHM,Afghanistan,AFG,27840.00,
Cambodia,KHM,Albania,ALB,16320.00,
Cambodia,KHM,Algeria,DZA,9936.00,
Cambodia,KHM,American Samoa,ASM,960.00,
Cambodia,KHM,Andorra,AND,0.00,
Cambodia,KHM,Angola,AGO,3312.00,
Cambodia,KHM,Anguilla,AIA,0.00,
Cambodia,KHM,Antigua & Barbuda,ATG,0.00,
Cambodia,KHM,Argentina,ARG,1920.00,
Cambodia,KHM,Armenia,ARM,960.00,
Cambodia,KHM,Aruba,ABW,0.00,
Cambodia,KHM,Australia,AUS,1651200.00,
Cambodia,KHM,Austria,AUT,48000.00,
Cambodia,KHM,Azerbaijan,AZE,2880.00,
Cambodia,KHM,Bahamas,BHS,0.00,
Cambodia,KHM,Bahrain,BHR,960.00,
Cambodia,KHM,Bangladesh,BGD,62400.00,
Cambodia,KHM,Barbados,BRB,0.00,
Cambodia,KHM,Belarus,BLR,2880.00,
Cambodia,KHM,Belgium,BEL,48000.00,
Cambodia,KHM,Belize,BLZ,0.00,
Cambodia,KHM,Benin,BEN,3312.00,
Cambodia,KHM,Bermuda,BMU,0.00,
Cambodia,KHM,Bhutan,BTN,0.00,
Cambodia,KHM,Bolivia,BOL,1418.93,
Cambodia,KHM,Bosnia and Herzegovina,BIH,26880.00,
Cambodia,KHM,Botswana,BWA,0.00,
