Host,HostCode,Target,TargetCode,Amount,
Somalia,SOM,Venezuela,VEN,5760.00,
Somalia,SOM,Viet Nam,VNM,35520.00,
Somalia,SOM,"Virgin Islands, British ",VGB,0.00,
Somalia,SOM,"Virgin Islands, U.S.",VIR,960.00,
Somalia,SOM,Wallis and Futuna*,WLF,0.00,
Somalia,SOM,Yemen,YEM,16320.00,
Somalia,SOM,Zambia,ZMB,90896.00,
Somalia,SOM,Zimbabwe,ZWE,11362.00,
South Africa,ZAF,Afghanistan,AFG,1492800.00,
South Africa,ZAF,Albania,ALB,3077760.00,
South Africa,ZAF,Algeria,DZA,4720704.00,
South Africa,ZAF,American Samoa,ASM,0.00,
South Africa,ZAF,Andorra,AND,28800.00,
South Africa,ZAF,Angola,AGO,45465043.00,
South Africa,ZAF,Anguilla,AIA,2880.00,
South Africa,ZAF,Antigua & Barbuda,ATG,45120.00,
South Africa,ZAF,Argentina,ARG,452160.00,
South Africa,ZAF,Armenia,ARM,527040.00,
South Africa,ZAF,Aruba,ABW,9600.00,
South Africa,ZAF,Australia,AUS,17721600.00,
South Africa,ZAF,Austria,AUT,9172800.00,
South Africa,ZAF,Azerbaijan,AZE,926400.00,
South Africa,ZAF,Bahamas,BHS,28800.00,
South Africa,ZAF,Bahrain,BHR,30720.00,
South Africa,ZAF,Bangladesh,BGD,3412800.00,
South Africa,ZAF,Barbados,BRB,78720.00,
South Africa,ZAF,Belarus,BLR,7703040.00,
South Africa,ZAF,Belgium,BEL,8976000.00,
South Africa,ZAF,Belize,BLZ,40320.00,
South Africa,ZAF,Benin,BEN,365378.00,
South Africa,ZAF,Bermuda,BMU,30720.00,
South Africa,ZAF,Bhutan,BTN,6720.00,
South Africa,ZAF,Bolivia,BOL,432775.07,
South Africa,ZAF,Bosnia and Herzegovina,BIH,5098560.00,
South Africa,ZAF,Botswana,BWA,893711.00,
South Africa,ZAF,Brazil,BRA,665280.00,
South Africa,ZAF,Brunei Darussalam,BRN,10560.00,
South Africa,ZAF,Bulgaria,BGR,3408000.00,
South Africa,ZAF,Burkina Faso,BFA,847964.00,
South Africa,ZAF,Burundi,BDI,261625.00,
South Africa,ZAF,Cambodia,KHM,199680.00,
South Africa,ZAF,Cameroon,CMR,111527.00,
South Africa,ZAF,Canada,CAN,1655040.00,
South Africa,ZAF,Cape Verde,CPV,121095.00,
South Africa,ZAF,Cayman Islands,CYM,2880.00,
South Africa,ZAF,Central African Republic,CAF,30199.00,
South Africa,ZAF,Chad,TCD,86112.00,
South Africa,ZAF,Chile,CHL,401280.00,
South Africa,ZAF,China,CHN,3787200.00,
South Africa,ZAF,Colombia,COL,1225920.00,
South Africa,ZAF,Comoros,COM,29601.00,
South Africa,ZAF,Congo,COG,157274.00,
South Africa,ZAF,"Congo, the Democratic Republic of the",COD,44689138.00,
South Africa,ZAF,Cook Islands,COK,0.00,
South Africa,ZAF,Costa Rica,CRI,139310.61,
South Africa,ZAF,Cote d'Ivoire,CIV,111826.00,
South Africa,ZAF,Croatia,HRV,2365440.00,
South Africa,ZAF,Cuba,CUB,825600.00,
South Africa,ZAF,Cyprus,CYP,110400.00,
South Africa,ZAF,Czech Republic,CZE,7358400.00,
South Africa,ZAF,Denmark,DNK,4694400.00,
South Africa,ZAF,Djibouti,DJI,38640.00,
South Africa,ZAF,Dominica,DMA,30720.00,
South Africa,ZAF,Dominican Republic,DOM,1211901.45,
South Africa,ZAF,Ecuador,ECU,739381.18,
South Africa,ZAF,Egypt,EGY,4886304.00,
South Africa,ZAF,El Salvador,SLV,871515.58,
South Africa,ZAF,Equatorial Guinea,GNQ,57707.00,
South Africa,ZAF,Eritrea,ERI,360295.00,
South Africa,ZAF,Estonia,EST,717120.00,
South Africa,ZAF,Ethiopia,ETH,190762.00,
South Africa,ZAF,Falkland Islands (Malvinas)*,FLK,960.00,
South Africa,ZAF,Faroe Islands,FRO,1920.00,
South Africa,ZAF,Fiji,FJI,0.00,
South Africa,ZAF,Finland,FIN,1394880.00,
South Africa,ZAF,France,FRA,34464000.00,
South Africa,ZAF,French Guiana,GUF,960.00,
South Africa,ZAF,French Polynesia,PYF,0.00,
South Africa,ZAF,Gabon,GAB,16445.00,
South Africa,ZAF,Gambia,GMB,30797.00,
South Africa,ZAF,Georgia,GEO,693120.00,
South Africa,ZAF,Germany,DEU,17213760.00,
South Africa,ZAF,Ghana,GHA,652119.00,
South Africa,ZAF,Gibraltar,GIB,66240.00,
South Africa,ZAF,Greece,GRC,3704640.00,
South Africa,ZAF,Greenland,GRL,2880.00,
South Africa,ZAF,Grenada,GRD,50880.00,
South Africa,ZAF,Guadeloupe,GLP,1920.00,
South Africa,ZAF,Guam,GUM,0.00,
South Africa,ZAF,Guatemala,GTM,976842.06,
South Africa,ZAF,Guinea,GIN,362986.00,
South Africa,ZAF,Guinea-Bissau,GNB,74750.00,
South Africa,ZAF,Guyana,GUY,217440.00,
South Africa,ZAF,Haiti,HTI,571200.00,
South Africa,ZAF,Honduras,HND,676068.27,
South Africa,ZAF,Hong Kong,HKG,474240.00,
South Africa,ZAF,Hungary,HUN,1642560.00,
South Africa,ZAF,Iceland,ISL,133440.00,
South Africa,ZAF,India,IND,5283840.00,
South Africa,ZAF,Indonesia,IDN,1084800.00,
South Africa,ZAF,"Iran, Islamic Republic of",IRN,546240.00,
South Africa,ZAF,Iraq,IRQ,619200.00,
South Africa,ZAF,Ireland,IRL,3823680.00,
South Africa,ZAF,Israel,ISR,562560.00,
South Africa,ZAF,Italy,ITA,13163520.00,
South Africa,ZAF,Jamaica,JAM,708480.00,
South Africa,ZAF,Japan,JPN,577920.00,
South Africa,ZAF,Jordan,JOR,392640.00,
South Africa,ZAF,Kazakhstan,KAZ,2448960.00,
South Africa,ZAF,Kenya,KEN,318734.00,
South Africa,ZAF,Kiribati,KIR,0.00,
South Africa,ZAF,"Korea, Democratic People’s Republic of",PRK,297600.00,
South Africa,ZAF,"Korea, Republic of",KOR,935040.00,
South Africa,ZAF,Kuwait,KWT,118080.00,
South Africa,ZAF,Kyrgyzstan,KGZ,404160.00,
South Africa,ZAF,Lao People’s Democratic Republic,LAO,226560.00,
South Africa,ZAF,Latvia,LVA,910080.00,
South Africa,ZAF,Lebanon,LBN,342720.00,
South Africa,ZAF,Lesotho,LSO,2465554.00,
South Africa,ZAF,Liberia,LBR,55016.00,
South Africa,ZAF,Libyan Arab Jamahiriya,LBY,183264.00,
South Africa,ZAF,Liechtenstein,LIE,18240.00,
South Africa,ZAF,Lithuania,LTU,1296000.00,
South Africa,ZAF,Luxembourg,LUX,883200.00,
South Africa,ZAF,Macau,MAC,66240.00,
South Africa,ZAF,"Macedonia, the former Yugoslav Republic of",MKD,1013760.00,
South Africa,ZAF,Madagascar,MDG,94484.00,
South Africa,ZAF,Malawi,MWI,7943832.00,
South Africa,ZAF,Malaysia,MYS,449280.00,
South Africa,ZAF,Maldives,MDV,960.00,
South Africa,ZAF,Mali,MLI,1009723.00,
South Africa,ZAF,Malta,MLT,461760.00,
South Africa,ZAF,Marshall Islands,MHL,0.00,
South Africa,ZAF,Martinique,MTQ,2880.00,
South Africa,ZAF,Mauritania,MRT,66079.00,
South Africa,ZAF,Mauritius,MUS,9612551.00,
South Africa,ZAF,Mayotte,MYT,299.00,
South Africa,ZAF,Mexico,MEX,6590400.00,
South Africa,ZAF,"Micronesia, Federated States of",FSM,0.00,
South Africa,ZAF,"Moldova, Republic of",MDA,2852160.00,
South Africa,ZAF,Monaco,MCO,77760.00,
South Africa,ZAF,Mongolia,MNG,4800.00,
South Africa,ZAF,Montserrat,MSR,12480.00,
South Africa,ZAF,Morocco,MAR,5879904.00,
South Africa,ZAF,Mozambique,MOZ,44960331.00,
South Africa,ZAF,Myanmar,MMR,171840.00,
South Africa,ZAF,Namibia,NAM,1260285.00,
South Africa,ZAF,Nauru,NRU,0.00,
South Africa,ZAF,Nepal,NPL,525120.00,
South Africa,ZAF,Netherlands,NLD,3140160.00,
South Africa,ZAF,Netherlands Antilles,ANT,77760.00,
South Africa,ZAF,New Caledonia,NCL,0.00,
South Africa,ZAF,New Zealand,NZL,707520.00,
South Africa,ZAF,Nicaragua,NIC,565350.30,
South Africa,ZAF,Niger,NER,313651.00,
South Africa,ZAF,Nigeria,NGA,2830435.62,
South Africa,ZAF,Niue,NIU,0.00,
South Africa,ZAF,Norfolk Island,NFK,0.00,
South Africa,ZAF,Northern Mariana Islands,MNP,0.00,
South Africa,ZAF,Norway,NOR,714240.00,
South Africa,ZAF,Oman,OMN,4800.00,
South Africa,ZAF,Pakistan,PAK,2142720.00,
South Africa,ZAF,Palau,PLW,0.00,
South Africa,ZAF,"Palestinian Territory, Occupied ",PSE,576000.00,
South Africa,ZAF,Panama,PAN,141120.00,
South Africa,ZAF,Papua New Guinea,PNG,0.00,
South Africa,ZAF,Paraguay,PRY,312960.00,
South Africa,ZAF,Peru,PER,543360.00,
South Africa,ZAF,Philippines,PHL,2168640.00,
South Africa,ZAF,Poland,POL,8219520.00,
South Africa,ZAF,Portugal,PRT,7715520.00,
South Africa,ZAF,Puerto Rico,PRI,1235520.00,
South Africa,ZAF,Qatar,QAT,3840.00,
South Africa,ZAF,Reunion*,REU,0.00,
South Africa,ZAF,Romania,ROM,20774400.00,
South Africa,ZAF,Russian Federation,RUS,52066560.00,
South Africa,ZAF,Rwanda,RWA,159367.00,
South Africa,ZAF,Saint Helena*,SHN,9600.00,
South Africa,ZAF,Saint Kitts and Nevis,KNA,26880.00,
South Africa,ZAF,Saint Lucia,LCA,37440.00,
South Africa,ZAF,Saint Pierre and Miquelon*,SPM,0.00,
South Africa,ZAF,Saint Vincent and the Grenadines,VCT,42240.00,
South Africa,ZAF,Samoa,WSM,0.00,
South Africa,ZAF,San Marino,SMR,23040.00,
South Africa,ZAF,Sao Tome and Principe,STP,14352.00,
South Africa,ZAF,Saudi Arabia,SAU,59520.00,
South Africa,ZAF,Senegal,SEN,292721.00,
South Africa,ZAF,Serbia and Montenegro,SCG,6565440.00,
South Africa,ZAF,Seychelles,SYC,940056.00,
South Africa,ZAF,Sierra Leone,SLE,58006.00,
South Africa,ZAF,Singapore,SGP,163200.00,
South Africa,ZAF,Slovakia,SVK,2012160.00,
South Africa,ZAF,Slovenia,SVN,436800.00,
South Africa,ZAF,Solomon Islands,SLB,0.00,
South Africa,ZAF,Somalia,SOM,339963.00,
South Africa,ZAF,South Africa,ZAF,0.00,
South Africa,ZAF,Spain,ESP,26899200.00,
South Africa,ZAF,Sri Lanka,LKA,528960.00,
South Africa,ZAF,Sudan,SDN,393185.00,
South Africa,ZAF,Suriname,SUR,183360.00,
South Africa,ZAF,Swaziland,SWZ,600093.00,
South Africa,ZAF,Sweden,SWE,1168320.00,
South Africa,ZAF,Switzerland,CHE,8356800.00,
South Africa,ZAF,Syrian Arab Republic,SYR,243840.00,
South Africa,ZAF,Taiwan,TWN,352320.00,
South Africa,ZAF,Tajikistan,TJK,552960.00,
South Africa,ZAF,"Tanzania, United Republic of",TZA,15713646.00,
South Africa,ZAF,Thailand,THA,500160.00,
South Africa,ZAF,Timor Leste,TLS,13440.00,
South Africa,ZAF,Togo,TGO,120796.00,
South Africa,ZAF,Tokelau,TKL,0.00,
South Africa,ZAF,Tonga,TON,0.00,
South Africa,ZAF,Trinidad and Tobago,TTO,250560.00,
South Africa,ZAF,Tunisia,TUN,1193280.00,
South Africa,ZAF,Turkey,TUR,1792320.00,
South Africa,ZAF,Turkmenistan,TKM,173760.00,
South Africa,ZAF,Turks and Caicos,TCA,1920.00,
South Africa,ZAF,Tuvalu,TUV,0.00,
South Africa,ZAF,Uganda,UGA,114816.00,
South Africa,ZAF,Ukraine,UKR,25301760.00,
South Africa,ZAF,United Arab Emirates,ARE,29760.00,
South Africa,ZAF,United Kingdom,GBR,17328000.00,
South Africa,ZAF,United States of America,USA,2701440.00,
South Africa,ZAF,Uruguay,URY,186240.00,
South Africa,ZAF,Uzbekistan,UZB,1589760.00,
South Africa,ZAF,Vanuatu,VUT,0.00,
South Africa,ZAF,Venezuela,VEN,257280.00,
South Africa,ZAF,Viet Nam,VNM,1297920.00,
South Africa,ZAF,"Virgin Islands, British ",VGB,5760.00,
South Africa,ZAF,"Virgin Islands, U.S.",VIR,50880.00,
South Africa,ZAF,Wallis and Futuna*,WLF,0.00,
South Africa,ZAF,Yemen,YEM,329280.00,
South Africa,ZAF,Zambia,ZMB,13397891.00,
South Africa,ZAF,Zimbabwe,ZWE,17673591.00,
Spain,ESP,Afghanistan,AFG,574560.00,
Spain,ESP,Albania,ALB,1176840.00,
Spain,ESP,Algeria,DZA,83563830.00,
Spain,ESP,American Samoa,ASM,0.00,
Spain,ESP,Andorra,AND,6969644.39,
Spain,ESP,Angola,AGO,7021854.00,
Spain,ESP,Anguilla,AIA,0.00,
Spain,ESP,Antigua & Barbuda,ATG,14700.00,
Spain,ESP,Argentina,ARG,770280000.00,
Spain,ESP,Armenia,ARM,7812000.00,
Spain,ESP,Aruba,ABW,0.00,
Spain,ESP,Australia,AUS,16434600.00,
Spain,ESP,Austria,AUT,17220000.00,
Spain,ESP,Azerbaijan,AZE,474265.51,
Spain,ESP,Bahamas,BHS,97020.00,
Spain,ESP,Bahrain,BHR,55440.00,
Spain,ESP,Bangladesh,BGD,5688900.00,
Spain,ESP,Barbados,BRB,79380.00,
Spain,ESP,Belarus,BLR,2084040.00,
Spain,ESP,Belgium,BEL,118440000.00,
Spain,ESP,Belize,BLZ,55860.00,
Spain,ESP,Benin,BEN,449190.00,
Spain,ESP,Bermuda,BMU,0.00,
Spain,ESP,Bhutan,BTN,0.00,
Spain,ESP,Bolivia,BOL,399840000.00,
Spain,ESP,Bosnia and Herzegovina,BIH,3465000.00,
Spain,ESP,Botswana,BWA,39489.40,
Spain,ESP,Brazil,BRA,333064368.00,
Spain,ESP,Brunei Darussalam,BRN,45360.00,
Spain,ESP,Bulgaria,BGR,68218920.00,
Spain,ESP,Burkina Faso,BFA,473919.60,
Spain,ESP,Burundi,BDI,110124.00,
Spain,ESP,Cambodia,KHM,58236.19,
Spain,ESP,Cameroon,CMR,4578840.00,
Spain,ESP,Canada,CAN,12801600.00,
Spain,ESP,Cape Verde,CPV,6613236.00,
Spain,ESP,Cayman Islands,CYM,0.00,
Spain,ESP,Central African Republic,CAF,182574.00,
Spain,ESP,Chad,TCD,150696.00,
Spain,ESP,Chile,CHL,161700000.00,
Spain,ESP,China,CHN,109045440.00,
Spain,ESP,Colombia,COL,793800000.00,
Spain,ESP,Comoros,COM,14490.00,
Spain,ESP,Congo,COG,3158820.00,
Spain,ESP,"Congo, the Democratic Republic of the",COD,2231460.00,
Spain,ESP,Cook Islands,COK,0.00,
Spain,ESP,Costa Rica,CRI,6866480.26,
Spain,ESP,Cote d'Ivoire,CIV,1892394.00,
Spain,ESP,Croatia,HRV,2207520.00,
Spain,ESP,Cuba,CUB,232260000.00,
Spain,ESP,Cyprus,CYP,365400.00,
Spain,ESP,Czech Republic,CZE,7942200.00,
Spain,ESP,Denmark,DNK,24145800.00,
Spain,ESP,Djibouti,DJI,37674.00,
Spain,ESP,Dominica,DMA,2604840.00,
Spain,ESP,Dominican Republic,DOM,244020000.00,
Spain,ESP,Ecuador,ECU,1391040000.00,
Spain,ESP,Egypt,EGY,5856858.00,
Spain,ESP,El Salvador,SLV,53446235.19,
Spain,ESP,Equatorial Guinea,GNQ,38705688.00,
Spain,ESP,Eritrea,ERI,40572.00,
Spain,ESP,Estonia,EST,609221.93,
Spain,ESP,Ethiopia,ETH,965034.00,
Spain,ESP,Falkland Islands (Malvinas)*,FLK,0.00,
Spain,ESP,Faroe Islands,FRO,0.00,
Spain,ESP,Fiji,FJI,64260.00,
Spain,ESP,Finland,FIN,84511505.40,
Spain,ESP,France,FRA,658060200.00,
Spain,ESP,French Guiana,GUF,0.00,
Spain,ESP,French Polynesia,PYF,0.00,
Spain,ESP,Gabon,GAB,353556.00,
Spain,ESP,Gambia,GMB,18254502.00,
Spain,ESP,Georgia,GEO,4188240.00,
Spain,ESP,Germany,DEU,341807760.00,
Spain,ESP,Ghana,GHA,9241722.00,
Spain,ESP,Gibraltar,GIB,0.00,
Spain,ESP,Greece,GRC,2852640.00,
Spain,ESP,Greenland,GRL,0.00,
Spain,ESP,Grenada,GRD,32340.00,
Spain,ESP,Guadeloupe,GLP,0.00,
Spain,ESP,Guam,GUM,0.00,
Spain,ESP,Guatemala,GTM,51078877.06,
Spain,ESP,Guinea,GIN,13235166.00,
Spain,ESP,Guinea-Bissau,GNB,6566868.00,
Spain,ESP,Guyana,GUY,128520.00,
Spain,ESP,Haiti,HTI,711480.00,
Spain,ESP,Honduras,HND,33379892.84,
Spain,ESP,Hong Kong,HKG,0.00,
Spain,ESP,Hungary,HUN,3679200.00,
Spain,ESP,Iceland,ISL,771120.00,
Spain,ESP,India,IND,34443360.00,
Spain,ESP,Indonesia,IDN,2788800.00,
Spain,ESP,"Iran, Islamic Republic of",IRN,7806960.00,
Spain,ESP,Iraq,IRQ,8323000.00,
Spain,ESP,Ireland,IRL,10941840.00,
Spain,ESP,Israel,ISR,2847600.00,
Spain,ESP,Italy,ITA,67082400.00,
Spain,ESP,Jamaica,JAM,335160.00,
Spain,ESP,Japan,JPN,11922120.00,
Spain,ESP,Jordan,JOR,3752280.00,
Spain,ESP,Kazakhstan,KAZ,408240.00,
Spain,ESP,Kenya,KEN,1533042.00,
Spain,ESP,Kiribati,KIR,0.00,
Spain,ESP,"Korea, Democratic People’s Republic of",PRK,0.00,
Spain,ESP,"Korea, Republic of",KOR,8157240.00,
Spain,ESP,Kuwait,KWT,645120.00,
Spain,ESP,Kyrgyzstan,KGZ,110880.00,
Spain,ESP,Lao People’s Democratic Republic,LAO,627480.00,
Spain,ESP,Latvia,LVA,1856991.02,
Spain,ESP,Lebanon,LBN,17480769.43,
Spain,ESP,Lesotho,LSO,43470.00,
Spain,ESP,Liberia,LBR,2912490.00,
Spain,ESP,Libyan Arab Jamahiriya,LBY,1307515.87,
Spain,ESP,Liechtenstein,LIE,143640.00,
Spain,ESP,Lithuania,LTU,10800720.00,
Spain,ESP,Luxembourg,LUX,4321800.00,
Spain,ESP,Macau,MAC,0.00,
Spain,ESP,"Macedonia, the former Yugoslav Republic of",MKD,516600.00,
Spain,ESP,Madagascar,MDG,541926.00,
Spain,ESP,Malawi,MWI,78246.00,
Spain,ESP,Malaysia,MYS,869400.00,
Spain,ESP,Maldives,MDV,0.00,
Spain,ESP,Mali,MLI,9485154.00,
Spain,ESP,Malta,MLT,535920.00,
Spain,ESP,Marshall Islands,MHL,0.00,
Spain,ESP,Martinique,MTQ,0.00,
Spain,ESP,Mauritania,MRT,10853010.00,
Spain,ESP,Mauritius,MUS,411516.00,
Spain,ESP,Mayotte,MYT,0.00,
Spain,ESP,Mexico,MEX,117600000.00,
Spain,ESP,"Micronesia, Federated States of",FSM,287280.00,
Spain,ESP,"Moldova, Republic of",MDA,5725440.00,
Spain,ESP,Monaco,MCO,570564.04,
Spain,ESP,Mongolia,MNG,70383.52,
Spain,ESP,Montserrat,MSR,0.00,
Spain,ESP,Morocco,MAR,909215622.00,
Spain,ESP,Mozambique,MOZ,1851822.00,
Spain,ESP,Myanmar,MMR,185220.00,
Spain,ESP,Namibia,NAM,107226.00,
Spain,ESP,Nauru,NRU,0.00,
Spain,ESP,Nepal,NPL,865620.00,
Spain,ESP,Netherlands,NLD,58345560.00,
Spain,ESP,Netherlands Antilles,ANT,0.00,
Spain,ESP,New Caledonia,NCL,0.00,
Spain,ESP,New Zealand,NZL,1251180.00,
Spain,ESP,Nicaragua,NIC,13442517.25,
Spain,ESP,Niger,NER,197064.00,
Spain,ESP,Nigeria,NGA,112537230.10,
Spain,ESP,Niue,NIU,0.00,
Spain,ESP,Norfolk Island,NFK,0.00,
Spain,ESP,Northern Mariana Islands,MNP,0.00,
Spain,ESP,Norway,NOR,21729026.09,
Spain,ESP,Oman,OMN,45360.00,
Spain,ESP,Pakistan,PAK,42757985.09,
Spain,ESP,Palau,PLW,0.00,
Spain,ESP,"Palestinian Territory, Occupied ",PSE,849240.00,
Spain,ESP,Panama,PAN,6620880.00,
Spain,ESP,Papua New Guinea,PNG,103121.42,
Spain,ESP,Paraguay,PRY,117600000.00,
Spain,ESP,Peru,PER,423360000.00,
Spain,ESP,Philippines,PHL,78757140.00,
Spain,ESP,Poland,POL,41385960.00,
Spain,ESP,Portugal,PRT,142024680.00,
Spain,ESP,Puerto Rico,PRI,0.00,
Spain,ESP,Qatar,QAT,47880.00,
Spain,ESP,Reunion*,REU,0.00,
Spain,ESP,Romania,ROM,249068400.00,
Spain,ESP,Russian Federation,RUS,27326844.47,
Spain,ESP,Rwanda,RWA,553518.00,
Spain,ESP,Saint Helena*,SHN,0.00,
Spain,ESP,Saint Kitts and Nevis,KNA,0.00,
Spain,ESP,Saint Lucia,LCA,385140.00,
Spain,ESP,Saint Pierre and Miquelon*,SPM,0.00,
Spain,ESP,Saint Vincent and the Grenadines,VCT,32340.00,
Spain,ESP,Samoa,WSM,7560.00,
Spain,ESP,San Marino,SMR,15120.00,
Spain,ESP,Sao Tome and Principe,STP,226044.00,
Spain,ESP,Saudi Arabia,SAU,640080.00,
Spain,ESP,Senegal,SEN,33011118.00,
Spain,ESP,Serbia and Montenegro,SCG,5045040.00,
Spain,ESP,Seychelles,SYC,72450.00,
Spain,ESP,Sierra Leone,SLE,3361680.00,
Spain,ESP,Singapore,SGP,824040.00,
Spain,ESP,Slovakia,SVK,3066840.00,
Spain,ESP,Slovenia,SVN,506520.00,
Spain,ESP,Solomon Islands,SLB,3780.00,
Spain,ESP,Somalia,SOM,399924.00,
Spain,ESP,South Africa,ZAF,3976056.00,
Spain,ESP,Spain,ESP,0.00,
Spain,ESP,Sri Lanka,LKA,2258739.00,
Spain,ESP,Sudan,SDN,681030.00,
Spain,ESP,Suriname,SUR,191100.00,
Spain,ESP,Swaziland,SWZ,14490.00,
Spain,ESP,Sweden,SWE,23748480.00,
Spain,ESP,Switzerland,CHE,224632800.00,
Spain,ESP,Syrian Arab Republic,SYR,8494920.00,
Spain,ESP,Taiwan,TWN,0.00,
Spain,ESP,Tajikistan,TJK,22680.00,
Spain,ESP,"Tanzania, United Republic of",TZA,423108.00,
Spain,ESP,Thailand,THA,2203740.00,
Spain,ESP,Timor Leste,TLS,0.00,
Spain,ESP,Togo,TGO,440496.00,
Spain,ESP,Tokelau,TKL,0.00,
Spain,ESP,Tonga,TON,3777.98,
Spain,ESP,Trinidad and Tobago,TTO,296940.00,
Spain,ESP,Tunisia,TUN,3137400.00,
Spain,ESP,Turkey,TUR,2484720.00,
Spain,ESP,Turkmenistan,TKM,20160.00,
Spain,ESP,Turks and Caicos,TCA,0.00,
Spain,ESP,Tuvalu,TUV,249480.00,
Spain,ESP,Uganda,UGA,147798.00,
Spain,ESP,Ukraine,UKR,57745800.00,
Spain,ESP,United Arab Emirates,ARE,226800.00,
Spain,ESP,United Kingdom,GBR,271640880.00,
Spain,ESP,United States of America,USA,429821945.28,
Spain,ESP,Uruguay,URY,202860000.00,
Spain,ESP,Uzbekistan,UZB,150142.44,
Spain,ESP,Vanuatu,VUT,136080.00,
Spain,ESP,Venezuela,VEN,332220000.00,
Spain,ESP,Viet Nam,VNM,2264220.00,
Spain,ESP,"Virgin Islands, British ",VGB,0.00,
Spain,ESP,"Virgin Islands, U.S.",VIR,0.00,
Spain,ESP,Wallis and Futuna*,WLF,0.00,
Spain,ESP,Yemen,YEM,37800.00,
Spain,ESP,Zambia,ZMB,281106.00,
Spain,ESP,Zimbabwe,ZWE,356454.00,
Sri Lanka,LKA,Afghanistan,AFG,19200.00,
Sri Lanka,LKA,Albania,ALB,5760.00,
Sri Lanka,LKA,Algeria,DZA,17664.00,
Sri Lanka,LKA,American Samoa,ASM,0.00,
Sri Lanka,LKA,Andorra,AND,0.00,
Sri Lanka,LKA,Angola,AGO,6624.00,
Sri Lanka,LKA,Anguilla,AIA,0.00,
Sri Lanka,LKA,Antigua & Barbuda,ATG,960.00,
Sri Lanka,LKA,Argentina,ARG,4800.00,
Sri Lanka,LKA,Armenia,ARM,6720.00,
Sri Lanka,LKA,Aruba,ABW,0.00,
Sri Lanka,LKA,Australia,AUS,2443200.00,
Sri Lanka,LKA,Austria,AUT,19200.00,
Sri Lanka,LKA,Azerbaijan,AZE,960.00,
Sri Lanka,LKA,Bahamas,BHS,0.00,
Sri Lanka,LKA,Bahrain,BHR,960.00,
Sri Lanka,LKA,Bangladesh,BGD,43200.00,
Sri Lanka,LKA,Barbados,BRB,960.00,
Sri Lanka,LKA,Belarus,BLR,960.00,
Sri Lanka,LKA,Belgium,BEL,19200.00,
Sri Lanka,LKA,Belize,BLZ,0.00,
Sri Lanka,LKA,Benin,BEN,5520.00,
Sri Lanka,LKA,Bermuda,BMU,0.00,
Sri Lanka,LKA,Bhutan,BTN,0.00,
Sri Lanka,LKA,Bolivia,BOL,4256.80,
Sri Lanka,LKA,Bosnia and Herzegovina,BIH,10560.00,
Sri Lanka,LKA,Botswana,BWA,0.00,
Sri Lanka,LKA,Brazil,BRA,7680.00,
Sri Lanka,LKA,Brunei Darussalam,BRN,0.00,
Sri Lanka,LKA,Bulgaria,BGR,6720.00,
Sri Lanka,LKA,Burkina Faso,BFA,12144.00,
Sri Lanka,LKA,Burundi,BDI,3312.00,
Sri Lanka,LKA,Cambodia,KHM,2880.00,
Sri Lanka,LKA,Cameroon,CMR,1104.00,
Sri Lanka,LKA,Canada,CAN,10560.00,
Sri Lanka,LKA,Cape Verde,CPV,2208.00,
Sri Lanka,LKA,Cayman Islands,CYM,0.00,
Sri Lanka,LKA,Central African Republic,CAF,1104.00,
Sri Lanka,LKA,Chad,TCD,2208.00,
Sri Lanka,LKA,Chile,CHL,4800.00,
Sri Lanka,LKA,China,CHN,353280.00,
Sri Lanka,LKA,Colombia,COL,13440.00,
Sri Lanka,LKA,Comoros,COM,0.00,
Sri Lanka,LKA,Congo,COG,4416.00,
Sri Lanka,LKA,"Congo, the Democratic Republic of the",COD,6624.00,
Sri Lanka,LKA,Cook Islands,COK,0.00,
Sri Lanka,LKA,Costa Rica,CRI,1583.08,
Sri Lanka,LKA,Cote d'Ivoire,CIV,1104.00,
Sri Lanka,LKA,Croatia,HRV,4800.00,
Sri Lanka,LKA,Cuba,CUB,9600.00,
Sri Lanka,LKA,Cyprus,CYP,960.00,
Sri Lanka,LKA,Czech Republic,CZE,14400.00,
Sri Lanka,LKA,Denmark,DNK,158400.00,
Sri Lanka,LKA,Djibouti,DJI,0.00,
Sri Lanka,LKA,Dominica,DMA,0.00,
Sri Lanka,LKA,Dominican Republic,DOM,13540.80,
Sri Lanka,LKA,Ecuador,ECU,8386.18,
Sri Lanka,LKA,Egypt,EGY,18768.00,
Sri Lanka,LKA,El Salvador,SLV,9841.46,
Sri Lanka,LKA,Equatorial Guinea,GNQ,1104.00,
Sri Lanka,LKA,Eritrea,ERI,5520.00,
Sri Lanka,LKA,Estonia,EST,960.00,
Sri Lanka,LKA,Ethiopia,ETH,2208.00,
Sri Lanka,LKA,Falkland Islands (Malvinas)*,FLK,0.00,
Sri Lanka,LKA,Faroe Islands,FRO,0.00,
Sri Lanka,LKA,Fiji,FJI,960.00,
Sri Lanka,LKA,Finland,FIN,2880.00,
Sri Lanka,LKA,France,FRA,2380800.00,
Sri Lanka,LKA,French Guiana,GUF,0.00,
Sri Lanka,LKA,French Polynesia,PYF,0.00,
Sri Lanka,LKA,Gabon,GAB,0.00,
Sri Lanka,LKA,Gambia,GMB,0.00,
Sri Lanka,LKA,Georgia,GEO,960.00,
Sri Lanka,LKA,Germany,DEU,207360.00,
Sri Lanka,LKA,Ghana,GHA,8832.00,
