TargetCode,HostCode,Amount
KAZ, AUS ,1614514.206
URY, AUS ,1614514.206
NAM, JOR ,1612478.715
GUY, ATG ,1612089.214
GIN, NGA ,1610572.763
COM, EGY ,1610126.684
PAK, PHL ,1609546.543
SWE, CYP ,1609138.652
DEU, GEO ,1608562.632
SGP, GRC ,1606808.378
ARG, IRL ,1604933.914
KAZ, SWE ,1597335.29
GTM, NOR ,1593125.604
AUS, SVK ,1589258.29
OMN, GEO ,1588703.834
BTN, USA ,1588680.837
DJI, CAN ,1587357.808
MSR, AND ,1583144.305
FRA, SVN ,1581271.38
BGR, HUN ,1579893.978
CZE, MEX ,1578939.397
NCL, ITA ,1577735.711
DMA, ATG ,1575735.262
NCL, FJI ,1575412.775
SLV, CHE ,1572421.263
TJK, RWA ,1569736.816
JOR, BEL ,1569199.862
GBR, PRY ,1563651.699
MLI, COD ,1562978.876
UKR, NZL ,1562516.683
ZAF, HND ,1562137.146
CHL, COL ,1561608.153
JAM, BHS ,1561120.976
DOM, VGB ,1560962.326
AGO, SWE ,1560685.15
USA, NZL ,1559366.447
BGR, NZL ,1556216.212
ISL, CAN ,1554796.031
KIR, SLB ,1551430.476
ITA, TUN ,1550386.525
PAK, MNP ,1549746.681
CAN, CYM ,1547510.521
SVN, GBR ,1547112.359
DOM, NOR ,1544256.721
CRI, FRA ,1543943.443
BIH, NLD ,1539517.043
VUT, JPN ,1539153.496
MDA, GBR ,1535429.741
CAN, TUR ,1534796.637
GRC, JPN ,1529442.748
GMB, SEN ,1529187.403
GBR, GEO ,1529127.44
RUS, ESP ,1529034.918
SGP, NOR ,1528374.334
BOL, NOR ,1524709.167
PYF, NCL ,1524418.25
KEN, JPN ,1523616.299
IND, LBR ,1518640.297
MEX, PAN ,1518049.16
NIC, MLI ,1517328.821
NZL, FRA ,1517150.498
NCL, BEL ,1517117.211
CHL, GRC ,1516671.71
PNG, CHE ,1515859.347
BRA, MEX ,1514352.917
AGO, AUS ,1513607.068
BHS, AUS ,1513607.068
GIN, AUS ,1513607.068
COL, PRT ,1513154.15
KHM, GBR ,1512748.551
ARE, BHS ,1511725.977
GAB, USA ,1510804.325
AZE, ESP ,1506624.55
NAM, CHE ,1504546.963
MMR, DEU ,1503786.635
MDG, ESP ,1497013.244
YEM, DEU ,1496360.528
BFA, USA ,1496267.376
WSM, USA ,1495229.023
JPN, PRT ,1492426.011
ZAF, ISL ,1491924.147
AUT, CYP ,1491191.316
GRC, HUN ,1491042.295
TON, NLD ,1486256.743
ARM, AUT ,1485328.111
BEL, FIN ,1485217.875
ARM, IRN ,1484959.09
CAN, HUN ,1484563.527
MSR, IRL ,1483219.349
TUR, ARM ,1481439.353
VEN, LUX ,1478315.608
IDN, GRC ,1478237.535
CMR, IRL ,1477558.207
ZMB, CHE ,1476266.005
GTM, CRI ,1475564.907
IDN, NCL ,1474891.608
SLV, NIC ,1474542.896
CHL, PAN ,1474374.471
OMN, PHL ,1472690.46
LBN, ARG ,1470389.932
JPN, PER ,1469337.311
PLW, ITA ,1467965.937
HRV, ROM ,1465309.488
CRI, GBR ,1464221.406
MNP, PRT ,1464202.932
PSE, BHR ,1462410.41
BEN, COD ,1462267.45
LTU, EST ,1458867.186
GBR, SEN ,1456832.08
GHA, GRC ,1456505.59
SDN, BEL ,1456074.105
MLT, GRC ,1455324.853
GUY, TTO ,1455019.879
ISR, JPN ,1454669.991
MYS, FIN ,1453494.775
DNK, EGY ,1448201.762
TLS, CHE ,1447985.048
COD, AGO ,1446671.275
MAR, NLD ,1440428.742
MEX, BLZ ,1438725.825
CYM, GBR ,1436961.965
VEN, SVK ,1436375.268
CHL, URY ,1435233.211
VGB, ITA ,1435061.439
AZE, SWE ,1432178.762
NZL, ITA ,1425914.829
COD, FIN ,1423213.633
KAZ, ARM ,1420438.909
DEU, SVN ,1417931.26
GNB, USA ,1417352.511
KWT, IRL ,1415285.639
CHL, FIN ,1414561.879
AUT, EGY ,1413992.272
CRI, MEX ,1413662.784
GAB, CAN ,1412748.449
MDA, AUS ,1412699.93
NAM, NOR ,1412310.735
BLR, DNK ,1409964.387
KOR, IRL ,1409624.496
BEN, BEL ,1407911.653
ISR, MEX ,1406041.961
MNP, PHL ,1405749.984
USA, BEL ,1403431.425
AUS, EGY ,1402589.108
SAU, COD ,1402152.877
BGD, PRT ,1401814.432
ARE, CZE ,1401317.069
IDN, THA ,1400813.243
BIH, CZE ,1398407.76
CAN, ISL ,1398146.057
TON, NOR ,1397650.07
BLR, AUT ,1396406.029
ARM, ITA ,1395878.324
GBR, ROM ,1392044.014
SYC, BEL ,1391110.798
HUN, POL ,1390813.12
BEL, AND ,1389611.383
GBR, BRB ,1389265.367
MKD, ESP ,1389186.925
MDG, NOR ,1389098.015
MEX, ECU ,1386238.743
DEU, URY ,1385340.979
ROM, SVN ,1376227.399
CZE, SVN ,1372752.077
JOR, AUT ,1370058.745
ITA, SVN ,1365801.434
SOM, MWI ,1365339.044
MWI, CAN ,1365127.715
BLR, BEL ,1364229.43
PAK, GUM ,1363960.788
BLR, GRC ,1363461.007
VCT, CHE ,1363142.174
USA, PRY ,1361469.853
COL, ANT ,1360496.337
IRN, LUX ,1359266.747
CAN, POL ,1357040.616
ZAF, EGY ,1356976.454
JAM, FRA ,1356392.829
SYC, SWE ,1356055.198
CHE, BHR ,1353781.967
CYP, SWE ,1353001.02
MYS, ITA ,1351642.743
GIN, MRT ,1351338.539
UKR, FRA ,1349216.148
DOM, FRA ,1346345.475
LVA, CHE ,1346173.599
DZA, EGY ,1345573.291
ARG, PER ,1342690.152
PRK, DNK ,1342008.829
CHL, IRL ,1341690.785
PHL, MEX ,1340312.357
TUV, JPN ,1337169.945
KOR, GTM ,1335408.551
CAN, JAM ,1332562.711
PRY, DOM ,1330493.354
NCL, GRC ,1330413.781
JAM, ATG ,1325032.047
UZB, NZL ,1323098.804
CPV, BEL ,1320547.207
SLV, PAN ,1317975.695
DMA, DEU ,1316896.279
STP, NZL ,1316798.333
PRK, IRL ,1316215.644
ESP, BRN ,1313931.865
DEU, LVA ,1312880.816
GRC, GEO ,1310680.663
POL, MAC ,1310648.698
BFA, ESP ,1309152.759
SYC, CHE ,1306580.258
JPN, LUX ,1306523.58
CHE, SEN ,1303904.956
IND, ISL ,1302662.912
MEX, CHL ,1302531.13
BEN, CAN ,1301633.403
NAM, BEL ,1300386.181
JPN, CHL ,1299351.283
BLR, NLD ,1298882.052
BDI, SWE ,1298025.809
TTO, FIN ,1297763.192
KAZ, ESP ,1296877.784
TON, VCT ,1292584.653
MLT, ESP ,1292030.845
BLR, JPN ,1291529.432
KHM, AUT ,1289631.466
MAR, BRA ,1288496.159
EST, KAZ ,1288423.404
LVA, KAZ ,1288423.404
CAN, TZA ,1286761.325
UKR, SWE ,1285809.096
MRT, GMB ,1284359.561
GBR, ANT ,1283472.974
MEX, VEN ,1282276.735
LVA, BLR ,1281114.06
BGD, BRN ,1280289.229
GTM, HND ,1276330.093
GHA, FIN ,1276133.805
HND, CYM ,1275967.995
CAN, CYP ,1275516.188
KWT, NZL ,1272695.04
PHL, PRT ,1272115.505
GNB, GBR ,1271736.373
CZE, LUX ,1270859.153
UGA, BRA ,1270144.264
BLR, CZE ,1268458.634
BGR, PHL ,1265918.769
BEL, EGY ,1265751.146
GUM, PHL ,1262943.637
VCT, AUT ,1261376.2
GNB, NGA ,1260314.665
TUN, NZL ,1260094.099
NER, FIN ,1258830.296
STP, CHE ,1258502.629
GIN, GNB ,1256472.538
AUS, URY ,1251463.489
MLT, NLD ,1248707.929
KAZ, IRL ,1245451.362
TUV, ITA ,1245149.678
POL, LIE ,1244850.615
BEN, ESP ,1240839.855
GNQ, NGA ,1240651.052
SWE, PRY ,1238491.409
LBY, NLD ,1236677.448
PLW, DEU ,1234590.262
GAB, MLI ,1234506.613
SAU, NGA ,1234506.174
LTU, AUT ,1231735.506
TCD, USA ,1230448.883
ECU, PAN ,1229494.361
TON, IRL ,1228467.934
CAN, LUX ,1225650.725
PHL, URY ,1224854.299
LTU, CHE ,1224565.48
OMN, TUR ,1223965.363
VGB, CHL ,1223692.854
KNA, ESP ,1223494.782
VUT, NOR ,1221722.089
ITA, PHL ,1219804.219
ARG, GRC ,1219122.615
AUS, VUT ,1217828.571
GBR, ABW ,1217568.262
LBN, TUR ,1217512.118
TUR, KAZ ,1216844.326
TLS, ESP ,1216823.6
PLW, FRA ,1215729.869
DEU, PER ,1214431.121
BEL, PER ,1212358.712
CIV, AUS ,1210885.655
ISL, AUS ,1210885.655
MDV, AUS ,1210885.655
MNG, AUS ,1210885.655
PRI, AUS ,1210885.655
TTO, AUS ,1210885.655
NCL, AUT ,1210328.338
CAN, BRA ,1210259.135
DEU, AND ,1208455.567
GBR, URY ,1206560.48
YEM, DNK ,1205275.854
DNK, ECU ,1204689.867
DOM, SWE ,1204364.339
CZE, JPN ,1204132.703
CAN, BHS ,1198454.699
GBR, MCO ,1197298.702
BRN, NZL ,1197089.394
GIN, CHE ,1196284.522
ARM, CHE ,1193456.426
DEU, ARM ,1191687.244
PRT, GBR ,1191626.995
LAO, KHM ,1185848.192
IDN, IRL ,1185065.841
ITA, BOL ,1181343.024
BGD, MMR ,1180633.243
JAM, JPN ,1179855.834
COG, ZMB ,1178200.804
ALB, IRL ,1177517.651
TUV, CHE ,1173659.755
CIV, SWE ,1172804.496
CYP, JOR ,1170479.474
VEN, GRC ,1170214.565
LBY, TUN ,1169958.758
TJK, ESP ,1168791.089
CZE, CHL ,1167771.407
SWE, PAN ,1167331.035
IRN, PHL ,1166251.839
ZAF, SVK ,1163240.383
GHA, NZL ,1162436.806
MEX, DOM ,1160643.138
GMB, NLD ,1160415.449
LBN, ANT ,1157598.216
LBY, SWE ,1157198.866
AND, PRT ,1153297.074
TON, VEN ,1152358.343
BGR, GEO ,1151810.279
ARG, COL ,1151533.575
HKG, SWE ,1150200.522
SLV, BEL ,1148618.457
PRT, MEX ,1148267.601
VCT, DNK ,1147881.766
IND, JAM ,1144476.443
AUS, TLS ,1141515.734
CIV, DNK ,1137753.397
NOR, NLD ,1137711.668
MUS, ESP ,1136769.415
CMR, NOR ,1136201.543
CIV, NGA ,1133730.159
GAB, DEU ,1132481.293
UKR, IRL ,1132228.511
UKR, NLD ,1130143.742
MDA, AUT ,1129639.783
POL, ANT ,1129501.172
VGB, AUT ,1126346.372
BIH, GRC ,1120113.636
STP, VEN ,1119306.697
GUY, BRB ,1117916.582
AUS, CZE ,1115235.038
TJK, NZL ,1115183.277
URY, GBR ,1114956.201
COG, MLI ,1112397.51
CPV, NGA ,1107307.18
SWZ, HUN ,1106018.338
LSO, GBR ,1104841.836
SLB, ESP ,1104747.742
BEL, CYP ,1103650.07
BWA, ZWE ,1103495.152
FSM, PHL ,1102286.496
PLW, CHE ,1101071.963
SCG, FRA ,1099467.627
GAB, BEL ,1095415.749
CPV, GBR ,1094828.163
NPL, MEX ,1091682.986
NPL, ECU ,1090561.353
NLD, BEL ,1089815.464
BMU, PRT ,1089707.881
TCD, DEU ,1087924.652
CUB, PAN ,1087528.041
CUB, GRC ,1086504.588
AUS, UGA ,1085984.563
USA, DOM ,1085828.163
TJK, JPN ,1080806.209
ARE, SVK ,1079245.364
LIE, AUT ,1076945.215
SWE, URY ,1076840.677
CUB, ANT ,1074131.264
PRT, CAN ,1074112.117
HRV, GRC ,1073591.344
FRA, ANT ,1073307.084
GBR, LCA ,1073269.606
SGP, JPN ,1073037.61
AUT, URY ,1072682.991
KHM, NLD ,1072021.727
SUR, MOZ ,1070610.06
AUT, BOL ,1070290.342
PLW, MEX ,1070249.419
ZMB, BEL ,1068534.381
ROM, LUX ,1067435.491
NER, EGY ,1067336.102
HND, CHE ,1067134.814
AGO, LUX ,1066918.91
KOR, ECU ,1065199.461
JAM, ESP ,1064720.65
BGD, MNP ,1062784.995
HND, NLD ,1062452.84
JPN, MNP ,1056860.886
TUV, FRA ,1056407.537
MCO, GBR ,1056167.044
SMR, CPV ,1055838.511
GIN, PRT ,1055358.394
NZL, NLD ,1053623.592
BGR, SVK ,1049031.328
STP, PHL ,1048734.115
GEO, BEL ,1048373.355
ECU, JPN ,1043905.368
TON, VGB ,1042614.331
CAF, GBR ,1041421.912
GBR, GIN ,1041332.751
NZL, CHE ,1040739.253
ITA, TZA ,1039985.18
CRI, DOM ,1037299.53
BOL, PER ,1036756.67
TJK, IRL ,1035989.087
NPL, THA ,1035938.391
KHM, NOR ,1033576.887
ITA, MUS ,1033167.955
CPV, CAN ,1031782.575
BTN, FRA ,1029136.147
VGB, NLD ,1028167.688
MEX, COL ,1027529.179
LBN, DOM ,1026900.537
NPL, POL ,1023409.213
ARE, IRQ ,1022358.024
DZA, LUX ,1021710.481
BIH, NZL ,1020676.22
MUS, NZL ,1020676.22
TON, BRB ,1019636.582
KAZ, FRA ,1019088.792
IRN, CYP ,1017717.011
CHL, PRT ,1012717.65
NCL, ASM ,1009483.26
HND, AUS ,1009071.379
LUX, AUS ,1009071.379
PLW, AUS ,1009071.379
PSE, AUS ,1009071.379
ISL, NLD ,1009056.912
SOM, ZMB ,1008482.223
BMU, NZL ,1008075.279
ROM, CHL ,1004941.309
ZMB, FRA ,1004735.429
ITA, CZE ,1003711.534
SYC, GRC ,1002018.588
MDV, GBR ,1001367.223
SYC, NGA ,997313.8475
LSO, USA ,996819.3485
ARM, CYP ,995812.5059
GBR, HRV ,992043.1518
AUS, ZMB ,991999.3081
MLI, BEL ,991250.4481
GTM, IRL ,990699.947
MNP, NZL ,989173.8676
URY, LTU ,988529.9872
LBR, BEL ,987890.2771
ARE, FJI ,987736.9063
LBY, SDN ,987604.1122
BDI, DNK ,985827.8695
CUB, JPN ,985640.882
ZMB, ESP ,984666.4655
MRT, BEL ,984530.1061
FRA, SLV ,984012.2013
GRC, EGY ,980672.0594
KEN, GRC ,980546.7609
BFA, GAB ,979413.6608
BHR, IRL ,979377.6619
ITA, SVK ,978934.7642
BDI, CHE ,978521.1454
BEL, GIN ,978047.3351
ZMB, SWE ,977337.0799
LBN, ROM ,977190.1588
NPL, CHL ,976980.5852
GAB, ESP ,976661.0471
KWT, DEU ,976533.0492
IRQ, ROM ,976238.6591
PAN, FJI ,975321.2189
DEU, LTU ,975196.045
TON, FRA ,974593.3662
VUT, BRA ,974517.7843
TJK, BEL ,974449.5931
CRI, NOR ,972490.783
GEO, SWE ,971228.7232
SLV, NLD ,971217.2779
BFA, BEL ,968401.2853
MMR, CAN ,968288.263
NCL, PNG ,968147.1855
JPN, ECU ,966922.1298
POL, CPV ,966642.0214
JOR, TUR ,965835.5849
FRA, GTM ,965286.763
CPV, SWE ,965120.3664
COL, GRC ,964442.8908
PRY, FIN ,963949.6595
BRN, PHL ,962455.2803
GBR, KNA ,961552.8454
ARE, COL ,960841.5145
FIN, EST ,958922.2196
GBR, FSM ,956474.1482
ISL, FRA ,955933.994
CAN, PRY ,954764.2861
COG, CAN ,952414.6849
CIV, GAB ,951964.3811
DZA, GRC ,951917.6584
SYC, NOR ,949278.0633
CUB, DNK ,949253.2054
LBN, LUX ,947070.1605
GNQ, USA ,946978.381
SYC, DNK ,945314.3954
JAM, IRL ,944467.2828
TON, ESP ,943305.137
TCD, COD ,943096.1448
BRA, JOR ,941294.6815
TZA, LUX ,940335.3103
GEO, CHE ,938927.8042
EST, PRT ,938282.9032
BOL, ECU ,937967.3032
PNG, CHL ,937945.2218
JAM, BEL ,936927.6835
CAF, USA ,934518.1392
COL, BOL ,934344.6917
AFG, PHL ,934191.524
MAR, BEL ,934127.541
ISR, GEO ,933363.5023
PRY, LUX ,931795.9405
ISL, LUX ,931293.6246
PRY, IRL ,931257.9502
TUV, BEL ,930767.37
SYC, GMB ,928950.2806
ECU, PRT ,928620.6292
AZE, FRA ,926595.1453
STP, JPN ,926405.3216
TUV, NZL ,926169.1627
KEN, FIN ,925737.7433
JPN, JOR ,924924.3392
TZA, JOR ,924924.3392
GEO, IRL ,922766.2364
QAT, PHL ,922290.995
OMN, EGY ,921375.6093
CAN, MLT ,921318.5668
FSM, ESP ,912617.6997
MDA, BEL ,910606.3439
RUS, AUS ,908164.241
SAU, AUS ,908164.241
SUR, AUS ,908164.241
SWE, MDG ,908125.8738
MMR, NZL ,907267.7512
LBN, COL ,905001.0256
ANT, NZL ,904355.6956
CYP, IRL ,903211.7687
BGD, PHL ,901465.0693
KOR, BOL ,901297.1302
PSE, NLD ,900583.2941
ETH, JPN ,900186.3031
AFG, IRL ,900121.6661
SOM, FIN ,899782.4795
URY, BLR ,898896.9127
CRI, JPN ,898244.1536
FJI, JPN ,898244.1536
TTO, GRC ,898238.0912
JAM, NZL ,897817.0454
BOL, MEX ,896208.8595
GBR, KHM ,896023.3541
FRA, CPV ,895610.8185
VEN, ASM ,895367.7612
VGB, GRC ,894659.4534
ARM, CZE ,894127.5694
JOR, CHE ,893678.2715
SAU, SWE ,888765.9071
CAN, VEN ,888580.7851
TON, SWE ,887238.8179
MEX, PRT ,887164.3511
CZE, ISL ,886629.2071
SDN, GUY ,885210.7417
NPL, ISL ,884924.1509
GIN, GBR ,884541.0467
HND, JPN ,883678.0322
RUS, NOR ,883305.0705
HUN, LUX ,883071.301
YEM, SWE ,882657.5503
KAZ, FIN ,882478.9702
TON, NZL ,882065.8692
GBR, TGO ,881276.1057
ZMB, DNK ,881168.0614
LBY, AUT ,881151.3058
MNG, GBR ,881147.1907
CPV, NOR ,879639.9042
VGB, CHE ,879537.7925
LBN, SLE ,879183.0569
TZA, LAO ,878951.8904
USA, MEX ,878204.6637
HRV, LUX ,877043.5105
NAM, SWE ,875022.1044
STP, IRQ ,874991.1016
TUN, LUX ,874029.6153
KHM, LAO ,872711.8669
LBR, CHE ,871053.5051
IND, CHL ,870071.9353
GMB, FIN ,869501.3383
STP, FIN ,869501.3383
DOM, PHL ,868738.6147
NZL, GBR ,868407.9081
KAZ, NLD ,866832.8644
BRB, NZL ,866314.693
IRL, FIN ,865175.461
LBN, NZL ,863164.4577
HRV, POL ,862733.9666
ISR, CHL ,860203.4446
QAT, PER ,860049.343
CAN, UGA ,859831.0764
CZE, CUB ,859673.1211
LUX, GRC ,857377.77
SWZ, LVA ,857088.2307
QAT, COL ,856862.6732
KOR, FIN ,856523.7064
HRV, HUN ,855197.4431
CRI, SWE ,855169.945
ARM, TUR ,855054.8887
BIH, ISL ,854233.1399
CYP, ESP ,852653.3526
MRT, NLD ,852653.0907
COG, SWE ,852115.7666
CAN, GAB ,849624.8407
BWA, IRL ,848552.9977
PRT, FRA ,847326.8786
AUS, COL ,847235.0027
PRY, PRT ,845708.073
CUB, IRL ,845397.2881
JOR, IRL ,843510.2406
SEN, DNK ,843403.3548
IRN, JOR ,843072.6278
KOR, JOR ,843072.6278
BRA, COL ,841522.5849
HKG, ITA ,841010.0541
KAZ, BEL ,840042.7527
LTU, JPN ,839979.6679
STP, NOR ,839323.0753
SOM, LSO ,837744.2098
FRA, VUT ,837257.1429
SLE, ITA ,835560.9684
CAN, BRB ,834822.1889
COG, GRC ,833822.6106
MUS, NLD ,832471.9525
VEN, NCL ,831929.6657
ARE, DOM ,831919.4222
MNG, NLD ,831850.878
FIN, NZL ,831662.1053
CHE, FIN ,830568.4426
CYP, NLD ,829949.3102
LBY, BEL ,829213.9295
SWZ, TZA ,828462.7707
GBR, GUY ,828265.064
EGY, TUR ,828166.3701
ZAF, GRC ,827813.0193
NPL, DOM ,827586.5086
BEL, URY ,827379.5163
NPL, AND ,827015.6817
CHE, HUN ,826505.754
ZAF, CZE ,824304.1583
SCG, DEU ,824297.859
FRA, NIC ,820998.5025
YEM, NOR ,820997.244
MLT, NZL ,819061.1643
ESP, ISL ,818426.9604
IDN, IND ,818293.488
HTI, ITA ,818085.1835
HND, SWE ,815974.6558
KAZ, JPN ,815702.7989
CMR, COD ,815059.9132
BFA, CAN ,814843.6749
AZE, LTU ,814582.6504
TON, CHE ,814491.5892
BRA, PER ,813351.0815
PSE, DJI ,811311.3524
BOL, DNK ,807456.0461
BTN, AUS ,807257.1031
GEO, AUS ,807257.1031
PRK, AUS ,807257.1031
BLR, NOR ,806336.5789
BRB, DEU ,805732.5919
BOL, VEN ,805316.0621
ITA, PAN ,805104.6776
TZA, MAC ,804714.3979
PRK, PRY ,804343.875
LBN, GIN ,804012.4416
AUT, COL ,803910.4855
TUV, IRL ,803882.2427
YEM, FRA ,803788.3433
KOR, ASM ,803197.5505
ARE, LVA ,802591.2912
ASM, AUS ,801758.0215
LBN, TGO ,801642.7227
DEU, GIN ,801135.8318
NZL, VEN ,799532.0241
MDA, CYP ,798671.959
BEN, GBR ,797755.8874
AGO, TZA ,796452.869
DEU, TGO ,796333.8305
BIH, LIE ,795476.2898
VGB, TUR ,794824.6072
MDA, CZE ,794241.3008
MSR, VEN ,794192.912
ECU, MEX ,793518.261
CHE, IRL ,792559.9576
ARG, FIN ,792356.5264
DJI, GBR ,791080.1059
URY, SWE ,789822.7444
PAN, FRA ,789668.6528
MLT, BEL ,788520.1305
VUT, NZL ,787558.8118
BWA, CAN ,786546.3764
PLW, NLD ,785803.0703
VUT, ANT ,785668.2781
ARG, PHL ,785434.9119
SDN, ANT ,785406.039
ISR, SVK ,784960.6535
CMR, SWE ,784923.8423
KOR, DOM ,784257.372
SAU, JPN ,783657.3318
MYS, KHM ,783190.7835
TTO, BHR ,782124.7873
SWE, SVN ,781947.3859
DJI, USA ,778765.116
ISR, PAN ,778220.6902
JAM, ANT ,777801.1057
GBR, SDN ,777193.2553
YEM, ESP ,776525.5866
GBR, GAB ,776306.9611
GBR, SLE ,773864.2532
SWZ, CYP ,773397.53
FIN, ISL ,772390.4439
PNG, BEL ,772279.3039
MEX, FIN ,772169.099
HUN, PRT ,771086.7725
CZE, PRT ,769902.3074
USA, NOR ,767241.472
CIV, LBR ,767199.5826
NOR, BHR ,767188.3765
IDN, FIN ,767122.2421
COL, IRL ,766141.2923
MKD, LUX ,765529.3872
COL, PER ,765317.2682
JAM, SWE ,762526.5342
ALB, NOR ,762354.5837
NLD, AUS ,761409.8094
TLS, SWE ,760490.4153
CMR, JPN ,760351.5376
GBR, PNG ,760016.4059
CAN, ZMB ,759726.2994
CAN, COL ,759623.2013
PAN, CHE ,759343.7212
STP, AUT ,757484.4023
KGZ, JPN ,757438.3133
USA, DNK ,756251.5163
COD, JPN ,754525.089
CUB, FIN ,751981.6715
PLW, SWE ,751836.9099
ARG, AND ,751627.8576
CYP, AUT ,750897.5814
PHL, LVA ,748094.3516
MEX, PRY ,747358.2582
MUS, IRL ,747270.8172
UKR, DNK ,746123.1478
GMB, CAN ,746058.1699
TJK, FIN ,744050.8965
PLW, COL ,744026.3751
ERI, EGY ,743486.259
CHE, NZL ,743455.5183
HKG, BRN ,742007.042
BEL, ISL ,741699.4329
PAN, NLD ,739811.7698
FIN, HUN ,737654.0716
MEX, SLV ,737145.9824
KAZ, NOR ,736698.4198
NAM, PHL ,736345.2299
URY, GEO ,734775.5231
OMN, BRN ,734530.9005
SDN, GBR ,734335.9633
IND, BRA ,734075.7725
POL, GNB ,733805.7815
YEM, BEL ,732517.2803
JOR, NZL ,730854.5773
FRA, GNQ ,729897.5063
VCT, BEL ,725796.9383
BOL, NZL ,724554.1068
CYP, NZL ,724554.1068
SVN, USA ,724251.5579
MOZ, ITA ,722514.4845
GMB, SLE ,722397.3197
AUT, PER ,721888.806
YEM, ITA ,720876.1296
UKR, ESP ,720487.6577
MLI, TGO ,720350.3108
GIN, JPN ,719566.3976
NIC, BEL ,719076.5963
VEN, PHL ,718494.4364
ARE, VCT ,717813.6102
AUS, MHL ,717336.1039
QAT, ISL ,716123.5904
DNK, CYP ,716108.824
KAZ, CHE ,715508.2364
JPN, IND ,715054.8059
GNB, GIN ,714807.5729
TTO, LUX ,714293.1684
BLZ, MEX ,713499.6128
PYF, FJI ,713212.2633
MNG, CHE ,712680.1406
KAZ, MNG ,712675.5556
BWA, NAM ,712564.6709
NGA, PHL ,712544.172
TUV, IND ,712516.1498
TCD, BEL ,712356.2543
SWZ, POL ,712292.8123
FRA, SDN ,710847.4896
PHL, CHL ,710531.3347
HRV, BRA ,708962.654
KAZ, BLR ,708932.702
MSR, JPN ,708884.5753
LBN, PRT ,708380.48
SWE, ISL ,707598.3095
LUX, SWE ,707551.3235
ARE, ATG ,707497.2998
BLZ, BOL ,705265.0044
MKD, FIN ,705118.0007
UKR, BHR ,703369.1664
PSE, ITA ,701215.8715
ZAF, MRT ,700621.003
PER, KHM ,699119.4565
DZA, TUR ,696950.3998
MAR, SWE ,696352.6695
ALB, PHL ,696180.9446
KHM, SWE ,696005.5112
FRA, CUB ,693437.9872
ESP, NPL ,693265.9547
MOZ, SWE ,691771.4019
SWE, BHS ,691416.1725
LUX, ISL ,690547.7478
SWZ, BRA ,689644.8705
GHA, MLI ,688848.667
NIC, NLD ,688681.3425
ETH, EGY ,686470.4416
ALB, DNK ,685667.6129
PHL, VEN ,685503.846
ISR, ECU ,684771.0821
LUX, IRL ,683681.1305
NIC, CAN ,682563.8575
ITA, MLT ,682077.8111
KWT, NOR ,681720.9258
PRY, PRY ,681365.4311
PHL, DOM ,680267.4442
CAN, LCA ,680241.2993
MWI, PRT ,678698.4956
YEM, IND ,678667.4016
FRA, ZMB ,677462.9421
UZB, GBR ,675922.8753
HTI, VEN ,675842.5957
GHA, NER ,675628.9434
MNP, HUN ,674717.4633
UGA, ARG ,673890.8768
AZE, ITA ,673429.7411
EST, LTU ,673364.0808
TUN, HUN ,672866.3865
LTU, GRC ,672783.909
ALB, LUX ,672098.6352
DZA, PRT ,671591.7051
FJI, ASM ,671525.8209
MDA, JPN ,670041.5848
MDA, SWE ,668865.0641
MWI, NLD ,668500.2043
MAC, NZL ,667849.8724
TUN, BRA ,667429.4195
MNP, LUX ,667026.4505
GBR, WSM ,666120.6923
GBR, MLT ,663953.5114
NPL, EGY ,663664.1146
ISR, PHL ,663454.49
MNG, FRA ,662113.3754
UZB, NCL ,661534.4329
TUR, CAN ,660054.9188
DNK, CZE ,659443.3266
BWA, NLD ,659367.6506
BFA, CHE ,658946.3204
IRL, CYP ,657135.1562
ZAF, CYP ,657135.1562
BRA, GUY ,657035.3021
GRC, VEN ,656901.4603
CUB, COL ,655515.9911
RWA, FJI ,653892.8681
LIE, DEU ,653497.4017
CYP, CHE ,653290.1289
ZMB, TZA ,653234.5709
STP, DNK ,651591.7083
ROM, HUN ,649727.9276
ITA, ISL ,649626.3998
BIH, BRA ,648111.636
DZA, PHL ,647091.2626
VUT, GUY ,646588.7157
HRV, CHL ,646386.1448
USA, JPN ,645764.7158
NER, IND ,645664.8721
TTO, JPN ,644793.6411
DEU, PNG ,644735.949
BLR, FIN ,644555.7185
IDN, ISL ,644511.2313
IRN, PRT ,643164.5429
NAM, DNK ,643151.4012
STP, GIN ,642922.2923
SLB, TZA ,642891.0272
VUT, PAN ,642480.1358
CMR, DNK ,641463.3397
URY, BRA ,641350.4118
FJI, CHE ,640563.6978
PRK, ECU ,640387.7712
AUT, ISL ,639396.0628
ISR, LVA ,639100.4726
HTI, GBR ,638649.762
TZA, GRC ,638598.6149
NAM, FIN ,635903.9638
ISR, HUN ,635844.8522
OMN, IRQ ,635519.8527
TUN, IRQ ,635519.8527
BOL, PHL ,635190.7337
AUT, PRY ,635008.3224
BRA, DOM ,634916.2813
ECU, DOM ,634916.2813
ESP, LVA ,634146.2054
NOR, EGY ,634015.8895
CHE, SDN ,633128.1641
DOM, LUX ,632917.9973
TUR, FRA ,631547.984
CIV, GIN ,631445.8178
ZMB, NOR ,630408.598
SOM, MUS ,629586.7227
IRQ, HUN ,629366.0837
TTO, IRL ,628386.8235
PER, TUR ,628115.7924
RWA, GBR ,625854.5142
CYP, BEL ,624991.808
