OriginCode,DestCode,Migrants,,,
BHR,NZL,318.31,,,
BHR,SDN,167.84,,,
BHR,DNK,125.93,,,
BHR,NLD,109.11,,,
BHR,CHE,99.88,,,
BHR,CYP,96.53,,,
BHR,FRA,84.30,,,
BHR,DEU,81.04,,,
BHR,ESP,69.89,,,
BHR,SWE,60.60,,,
BHR,SVK,59.80,,,
BHR,BEL,44.00,,,
BHR,DOM,31.59,,,
BHR,NOR,27.63,,,
BHR,PRT,25.38,,,
BHR,CZE,25.25,,,
BHR,TUR,24.65,,,
BHR,JPN,15.17,,,
BHR,ITA,12.87,,,
BHR,CYM,5.87,,,
BHR,FIN,5.15,,,
BHR,HUN,4.82,,,
BHR,PAN,4.42,,,
BHR,GRC,4.26,,,
BHR,PER,2.88,,,
BHR,BOL,1.68,,,
BHR,MAC,1.20,,,
BHR,POL,1.07,,,
BHR,URY,0.87,,,
BHS,USA,37796.42,,,
BHS,GBR,2380.23,,,
BHS,CAN,1129.19,,,
BHS,AUS,315.33,,,
BHS,CYM,223.15,,,
BHS,ANT,169.75,,,
BHS,DOM,135.40,,,
BHS,ESP,104.83,,,
BHS,JPN,101.15,,,
BHS,CHE,96.51,,,
BHS,DEU,94.30,,,
BHS,IRL,85.37,,,
BHS,BRB,71.04,,,
BHS,ECU,66.05,,,
BHS,FRA,64.93,,,
BHS,NLD,53.06,,,
BHS,NZL,52.50,,,
BHS,PAN,48.64,,,
BHS,PRT,40.89,,,
BHS,LCA,39.37,,,
BHS,SWE,25.45,,,
BHS,HUN,21.21,,,
BHS,GRC,19.88,,,
BHS,FSM,14.88,,,
BHS,BEL,14.67,,,
BHS,NOR,13.09,,,
BHS,DNK,12.06,,,
BHS,ITA,11.70,,,
BHS,MAC,8.37,,,
BHS,TUR,7.84,,,
BHS,PER,6.48,,,
BHS,FIN,5.15,,,
BHS,VEN,4.97,,,
BHS,POL,3.20,,,
BHS,ATG,1.77,,,
BHS,CYP,1.76,,,
BHS,BLZ,1.37,,,
BHS,SVK,1.10,,,
BHS,PRY,0.94,,,
BHS,URY,0.87,,,
BIH,HRV,532528.05,,,
BIH,DEU,252261.52,,,
BIH,AUT,162362.27,,,
BIH,USA,121494.82,,,
BIH,SVN,82669.22,,,
BIH,SWE,59263.78,,,
BIH,CHE,52078.49,,,
BIH,AUS,39732.19,,,
BIH,ITA,35570.50,,,
BIH,CAN,33445.11,,,
BIH,DNK,22976.94,,,
BIH,NOR,17181.19,,,
BIH,FRA,14749.43,,,
BIH,GBR,8863.95,,,
BIH,POL,3487.05,,,
BIH,MDG,3046.31,,,
BIH,FIN,2890.78,,,
BIH,TUR,2653.00,,,
BIH,IRL,2376.78,,,
BIH,ESP,2344.31,,,
BIH,MAC,2081.02,,,
BIH,CZE,1456.67,,,
BIH,BRA,675.12,,,
BIH,NLD,610.92,,,
BIH,ARG,585.61,,,
BIH,NZL,531.60,,,
BIH,GRC,444.49,,,
BIH,SVK,357.53,,,
BIH,ISL,338.98,,,
BIH,LTU,315.67,,,
BIH,HUN,89.66,,,
BIH,PRT,63.45,,,
BIH,BEL,62.67,,,
BIH,CYP,61.43,,,
BIH,FSM,26.79,,,
BIH,JPN,26.30,,,
BIH,CHL,18.85,,,
BIH,VEN,14.90,,,
BIH,ECU,13.21,,,
BIH,PER,10.79,,,
BIH,DOM,9.03,,,
BIH,PAN,7.37,,,
BIH,URY,6.06,,,
BLR,RUS,958719.12,,,
BLR,UKR,276069.52,,,
BLR,POL,112196.57,,,
BLR,KAZ,55622.91,,,
BLR,ISR,49203.96,,,
BLR,LUX,35501.62,,,
BLR,USA,32006.54,,,
BLR,DEU,29134.21,,,
BLR,LBN,11487.71,,,
BLR,EST,10764.87,,,
BLR,CAN,8463.14,,,
BLR,ITA,5545.70,,,
BLR,ESP,3828.93,,,
BLR,MCO,2631.49,,,
BLR,GBR,1545.76,,,
BLR,AUS,1471.56,,,
BLR,CZE,1321.31,,,
BLR,SWE,1302.87,,,
BLR,IRL,1147.95,,,
BLR,FRA,1077.64,,,
BLR,DNK,559.51,,,
BLR,AUT,554.13,,,
BLR,BEL,541.36,,,
BLR,GRC,541.06,,,
BLR,NLD,515.43,,,
BLR,TUR,337.23,,,
BLR,NOR,319.97,,,
BLR,GEO,310.29,,,
BLR,CYP,298.38,,,
BLR,JPN,269.07,,,
BLR,EGY,263.96,,,
BLR,FIN,255.78,,,
BLR,SVK,193.87,,,
BLR,NZL,187.05,,,
BLR,PRT,186.13,,,
BLR,CHE,178.44,,,
BLR,ARG,139.07,,,
BLR,MAC,51.43,,,
BLR,HUN,48.21,,,
BLR,COG,33.03,,,
BLR,ECU,16.51,,,
BLR,DOM,13.54,,,
BLR,CHL,11.99,,,
BLR,PAN,10.32,,,
BLR,BOL,6.71,,,
BLR,URY,5.20,,,
BLR,KHM,4.61,,,
BLR,MUS,3.94,,,
BLR,FSM,2.98,,,
BLR,PER,2.88,,,
BLR,ISL,2.03,,,
BLR,LKA,0.55,,,
BLZ,USA,39839.89,,,
BLZ,CAN,2421.37,,,
BLZ,GBR,1633.18,,,
BLZ,FSM,1592.63,,,
BLZ,BOL,1574.25,,,
BLZ,GTM,713.97,,,
BLZ,CYM,422.82,,,
BLZ,SLV,324.77,,,
BLZ,HND,225.38,,,
BLZ,CRI,171.61,,,
BLZ,PAN,128.23,,,
BLZ,AUS,105.11,,,
BLZ,DOM,85.76,,,
BLZ,NIC,73.96,,,
BLZ,ESP,60.36,,,
BLZ,DEU,53.04,,,
BLZ,HTI,23.31,,,
BLZ,ITA,18.20,,,
BLZ,NLD,17.02,,,
BLZ,BEL,14.67,,,
BLZ,CHE,14.59,,,
BLZ,IRL,13.48,,,
BLZ,NZL,13.13,,,
BLZ,BHS,12.45,,,
BLZ,VEN,11.92,,,
BLZ,ATG,9.76,,,
BLZ,DNK,8.04,,,
BLZ,FRA,7.97,,,
BLZ,PER,7.20,,,
BLZ,ECU,6.60,,,
BLZ,SWE,6.06,,,
BLZ,JPN,5.06,,,
BLZ,NOR,4.36,,,
BLZ,GRC,4.26,,,
BLZ,PRT,4.23,,,
BLZ,FIN,3.43,,,
BLZ,CHL,3.43,,,
BLZ,CZE,3.03,,,
BLZ,TUR,2.24,,,
BLZ,CYP,1.76,,,
BLZ,POL,1.07,,,
BLZ,HUN,0.96,,,
BLZ,URY,0.87,,,
BMU,USA,7773.53,,,
BMU,GBR,3955.14,,,
BMU,CAN,2252.57,,,
BMU,AUS,420.45,,,
BMU,PRT,324.32,,,
BMU,NZL,210.02,,,
BMU,IRL,184.21,,,
BMU,FRA,82.02,,,
BMU,CYM,41.11,,,
BMU,NLD,22.02,,,
BMU,BEL,21.33,,,
BMU,NOR,14.54,,,
BMU,DOM,13.54,,,
BMU,BHS,12.45,,,
BMU,ECU,9.91,,,
BMU,ATG,9.76,,,
BMU,LCA,7.87,,,
BMU,SWE,6.06,,,
BMU,CHL,5.14,,,
BMU,PAN,4.42,,,
BMU,MAC,3.59,,,
BMU,CZE,3.03,,,
BMU,CYP,1.76,,,
BMU,GRC,1.42,,,
BMU,HUN,1.26,,,
BMU,SVK,0.63,,,
BOL,ESP,274602.30,,,
BOL,ARG,220868.79,,,
BOL,USA,72889.96,,,
BOL,BRA,20513.07,,,
BOL,CHL,18707.30,,,
BOL,ITA,7857.60,,,
BOL,JPN,6580.04,,,
BOL,CAN,4382.90,,,
BOL,SWE,3074.78,,,
BOL,DEU,2565.25,,,
BOL,PER,2314.19,,,
BOL,ECU,2093.68,,,
BOL,FSM,2000.47,,,
BOL,VEN,1797.58,,,
BOL,GBR,1513.97,,,
BOL,CHE,1429.76,,,
BOL,FRA,1346.48,,,
BOL,PRY,996.42,,,
BOL,BEL,965.38,,,
BOL,AUS,840.89,,,
BOL,NLD,669.70,,,
BOL,PHL,661.66,,,
BOL,COL,657.89,,,
BOL,DOM,541.61,,,
BOL,NOR,453.78,,,
BOL,URY,325.69,,,
BOL,DNK,274.64,,,
BOL,PAN,274.15,,,
BOL,NZL,150.95,,,
BOL,GTM,105.91,,,
BOL,HND,91.37,,,
BOL,FIN,89.26,,,
BOL,PRT,73.32,,,
BOL,NIC,58.55,,,
BOL,HUN,54.95,,,
BOL,CZE,48.49,,,
BOL,BLZ,43.71,,,
BOL,IRL,35.94,,,
BOL,POL,26.68,,,
BOL,HTI,23.31,,,
BOL,MAC,13.16,,,
BOL,CYP,10.53,,,
BOL,TUR,10.08,,,
BOL,SVK,9.44,,,
BOL,GRC,8.52,,,
BOL,CYM,5.87,,,
BOL,LUX,0.63,,,
BRA,USA,339141.05,,,
BRA,JPN,320623.60,,,
BRA,ESP,162205.31,,,
BRA,PRY,76314.53,,,
BRA,PRT,70350.18,,,
BRA,GBR,57244.59,,,
BRA,ITA,49213.06,,,
BRA,DEU,38079.43,,,
BRA,ARG,32839.31,,,
BRA,FRA,28560.25,,,
BRA,BOL,24188.83,,,
BRA,CAN,17607.29,,,
BRA,CHE,16820.44,,,
BRA,NLD,11908.47,,,
BRA,CHL,11819.92,,,
BRA,URY,11711.68,,,
BRA,AUS,10511.16,,,
BRA,IRL,6968.23,,,
BRA,SUR,6783.08,,,
BRA,BEL,5444.28,,,
BRA,PHL,5161.54,,,
BRA,SWE,4876.99,,,
BRA,VEN,4720.39,,,
BRA,ECU,3635.86,,,
BRA,AUT,3557.41,,,
BRA,FSM,3380.25,,,
BRA,NOR,2373.63,,,
BRA,DNK,2166.35,,,
BRA,NZL,1926.24,,,
BRA,COL,1878.40,,,
BRA,PER,1815.52,,,
BRA,GUY,1466.60,,,
BRA,DOM,1417.22,,,
BRA,GRC,1258.26,,,
BRA,PAN,1164.38,,,
BRA,JOR,871.57,,,
BRA,MAC,668.56,,,
BRA,FIN,496.10,,,
BRA,TUR,385.40,,,
BRA,MUS,272.20,,,
BRA,POL,261.18,,,
BRA,GIN,244.21,,,
BRA,SLV,231.98,,,
BRA,HUN,217.89,,,
BRA,GTM,186.82,,,
BRA,NIC,169.50,,,
BRA,HND,146.19,,,
BRA,CPV,141.55,,,
BRA,HRV,127.13,,,
BRA,SVK,116.45,,,
BRA,CZE,116.17,,,
BRA,CYM,88.09,,,
BRA,HTI,64.10,,,
BRA,ISL,58.87,,,
BRA,CYP,54.41,,,
BRA,BHS,42.68,,,
BRA,LUX,41.67,,,
BRA,BLZ,12.29,,,
BRA,LCA,7.87,,,
BRB,USA,50229.03,,,
BRB,GBR,28611.82,,,
BRB,CAN,17840.11,,,
BRB,TTO,1294.02,,,
BRB,LCA,1220.34,,,
BRB,ANT,549.06,,,
BRB,VCT,532.35,,,
BRB,AUS,420.45,,,
BRB,GUY,294.55,,,
BRB,DEU,274.06,,,
BRB,CYM,246.64,,,
BRB,ATG,223.49,,,
BRB,NZL,180.48,,,
BRB,SWE,128.47,,,
BRB,BHS,99.59,,,
BRB,ESP,85.77,,,
BRB,PAN,72.22,,,
BRB,NLD,71.07,,,
BRB,JPN,64.74,,,
BRB,VEN,61.57,,,
BRB,CHE,56.11,,,
BRB,IRL,53.92,,,
BRB,FRA,50.12,,,
BRB,DOM,40.62,,,
BRB,BEL,33.34,,,
BRB,NOR,30.54,,,
BRB,DNK,29.47,,,
BRB,ITA,27.31,,,
BRB,PRT,26.79,,,
BRB,HTI,17.48,,,
BRB,ECU,16.51,,,
BRB,BLZ,15.03,,,
BRB,CZE,14.14,,,
BRB,FIN,13.73,,,
BRB,PER,10.79,,,
BRB,CHL,6.85,,,
BRB,GRC,5.68,,,
BRB,MAC,3.59,,,
BRB,TUR,3.36,,,
BRB,HUN,2.89,,,
BRB,FSM,1.49,,,
BRB,GTM,1.19,,,
BRB,POL,1.07,,,
BRB,PRY,0.94,,,
BRB,HND,0.87,,,
BRB,URY,0.87,,,
BRN,MDV,7904.69,,,
BRN,CAN,5151.22,,,
BRN,GBR,3684.93,,,
BRN,AUS,3153.35,,,
BRN,PHL,1002.56,,,
BRN,USA,852.93,,,
BRN,NLD,582.61,,,
BRN,NZL,311.74,,,
BRN,DEU,58.94,,,
BRN,IRL,51.67,,,
BRN,FRA,47.84,,,
BRN,CHE,42.65,,,
BRN,ESP,38.12,,,
BRN,NOR,30.54,,,
BRN,JPN,30.35,,,
BRN,BEL,18.67,,,
BRN,TUR,11.20,,,
BRN,DNK,5.36,,,
BRN,PER,5.04,,,
BRN,CYP,3.51,,,
BRN,SWE,2.42,,,
BRN,FSM,1.49,,,
BRN,GTM,1.19,,,
BRN,VEN,0.99,,,
BRN,HUN,0.96,,,
BRN,SVK,0.63,,,
BTN,NPL,31052.54,,,
BTN,IND,6915.19,,,
BTN,DEU,556.96,,,
BTN,USA,420.29,,,
BTN,FRA,272.26,,,
BTN,AUS,210.22,,,
BTN,GBR,113.91,,,
BTN,BEL,104.01,,,
BTN,NLD,93.10,,,
BTN,CHE,74.07,,,
BTN,JPN,70.81,,,
BTN,CAN,37.79,,,
BTN,NOR,26.18,,,
BTN,ITA,19.50,,,
BTN,DNK,17.42,,,
BTN,NZL,16.41,,,
BTN,SWE,15.76,,,
BTN,DOM,13.54,,,
BTN,PAN,7.37,,,
BTN,IRL,6.74,,,
BTN,GRC,5.68,,,
BTN,HUN,3.86,,,
BTN,PER,2.16,,,
BTN,PRT,1.41,,,
BTN,TUR,1.12,,,
BTN,POL,1.07,,,
BWA,ZAF,41845.83,,,
BWA,ZWE,4244.21,,,
BWA,NAM,2740.63,,,
BWA,GBR,2716.67,,,
BWA,USA,1922.19,,,
BWA,AUS,1156.23,,,
BWA,TZA,397.83,,,
BWA,ZMB,274.72,,,
BWA,IRL,271.82,,,
BWA,CAN,251.96,,,
BWA,NLD,211.22,,,
BWA,FRA,194.80,,,
BWA,DEU,148.82,,,
BWA,NZL,137.82,,,
BWA,NOR,135.26,,,
BWA,LBR,86.10,,,
BWA,DNK,71.01,,,
BWA,SWE,67.87,,,
BWA,PRT,47.94,,,
BWA,ESP,34.94,,,
BWA,BEL,28.00,,,
BWA,CHE,25.81,,,
BWA,TUR,14.56,,,
BWA,ITA,14.30,,,
BWA,JPN,10.12,,,
BWA,CYP,8.78,,,
BWA,ECU,6.60,,,
BWA,FIN,5.15,,,
BWA,CYM,2.94,,,
BWA,GRC,2.84,,,
BWA,BLZ,2.73,,,
BWA,CZE,2.02,,,
BWA,HUN,1.93,,,
BWA,PAN,1.47,,,
BWA,PER,0.72,,,
CAF,TCD,88977.50,,,
CAF,FRA,13944.91,,,
CAF,COG,10566.59,,,
CAF,NLD,970.02,,,
CAF,GBR,413.26,,,
CAF,USA,370.84,,,
CAF,MLT,301.17,,,
CAF,CAN,233.06,,,
CAF,ITA,228.43,,,
CAF,BEL,209.34,,,
CAF,ESP,200.14,,,
CAF,PRT,179.08,,,
CAF,SDN,165.86,,,
CAF,DEU,163.55,,,
CAF,CHE,153.75,,,
CAF,GRC,38.34,,,
CAF,SWE,31.51,,,
CAF,BLZ,21.86,,,
CAF,CYP,14.04,,,
CAF,JPN,11.13,,,
CAF,MAC,10.76,,,
CAF,DOM,9.03,,,
CAF,AUS,8.13,,,
CAF,HUN,7.71,,,
CAF,PAN,7.37,,,
CAF,TUR,6.72,,,
CAF,NZL,6.56,,,
CAF,DNK,5.36,,,
CAF,CHL,5.14,,,
CAF,SVK,3.78,,,
CAF,FIN,3.43,,,
CAF,ECU,3.30,,,
CAF,CZE,3.03,,,
CAF,NOR,2.91,,,
CAF,IRL,2.25,,,
CAF,POL,1.07,,,
CAN,USA,834944.90,,,
CAN,GBR,78060.81,,,
CAN,AUS,40993.52,,,
CAN,DEU,21310.75,,,
CAN,FRA,19174.25,,,
CAN,JPN,11591.19,,,
CAN,PRT,10330.23,,,
CAN,NZL,9837.92,,,
CAN,NLD,8906.33,,,
CAN,KOR,8683.25,,,
CAN,CHE,8438.27,,,
CAN,FSM,8400.77,,,
CAN,CAN,7130.22,,,
CAN,IRL,6708.38,,,
CAN,ESP,6428.74,,,
CAN,BEL,5526.95,,,
CAN,DOM,5312.33,,,
CAN,DNK,3686.94,,,
CAN,NOR,3330.65,,,
CAN,ECU,3206.56,,,
CAN,CHL,3161.00,,,
CAN,ITA,3137.58,,,
CAN,SWE,2994.79,,,
CAN,BMU,2888.35,,,
CAN,BOL,2741.11,,,
CAN,JOR,2682.92,,,
CAN,THA,2410.70,,,
CAN,PHL,2330.52,,,
CAN,AUT,2166.85,,,
CAN,IND,1709.19,,,
CAN,CYM,1611.99,,,
CAN,TUR,1598.75,,,
CAN,FIN,1558.69,,,
CAN,HUN,1546.42,,,
CAN,POL,1413.58,,,
CAN,JAM,1388.09,,,
CAN,CYP,1328.66,,,
CAN,BRA,1260.69,,,
CAN,BHS,1248.39,,,
CAN,SGP,1186.90,,,
CAN,PRY,994.55,,,
CAN,EGY,988.27,,,
CAN,MHL,959.71,,,
CAN,VEN,925.60,,,
CAN,BRB,869.61,,,
CAN,COL,791.27,,,
CAN,LCA,708.58,,,
CAN,GRC,682.80,,,
CAN,TZA,670.19,,,
CAN,PAN,636.73,,,
CAN,BLZ,606.50,,,
CAN,HRV,510.86,,,
CAN,CZE,494.99,,,
CAN,SVK,487.83,,,
CAN,UGA,447.83,,,
CAN,GAB,442.51,,,
CAN,ISL,416.11,,,
CAN,PER,409.44,,,
CAN,ZMB,395.69,,,
CAN,VCT,365.73,,,
CAN,MAC,364.78,,,
CAN,URY,336.08,,,
CAN,ATG,321.04,,,
CAN,GTM,309.39,,,
CAN,GIN,292.16,,,
CAN,GUY,276.14,,,
CAN,SLV,235.21,,,
CAN,NIC,226.51,,,
CAN,HND,215.80,,,
CAN,KHM,205.11,,,
CAN,ANT,200.19,,,
CAN,MYT,146.93,,,
CAN,MWI,132.89,,,
CAN,MUS,88.76,,,
CAN,LUX,36.62,,,
CAN,WSM,22.19,,,
CHE,ESP,76127.46,,,
CHE,FRA,68785.96,,,
CHE,DEU,59479.03,,,
CHE,USA,31194.88,,,
CHE,CAN,23229.98,,,
CHE,PRT,18185.77,,,
CHE,GBR,15612.16,,,
CHE,AUT,15307.82,,,
CHE,AUS,14505.40,,,
CHE,TUR,11616.96,,,
CHE,NLD,6138.43,,,
CHE,BEL,5698.96,,,
CHE,ITA,4487.27,,,
CHE,LTU,4214.41,,,
CHE,NZL,3294.62,,,
CHE,DOM,3191.01,,,
CHE,SWE,3099.02,,,
CHE,BRA,2962.06,,,
CHE,ECU,2688.10,,,
CHE,THA,2649.91,,,
CHE,NOR,2191.83,,,
CHE,FSM,2185.03,,,
CHE,IRL,1981.40,,,
CHE,HUN,1737.31,,,
CHE,DNK,1730.90,,,
CHE,CHL,1699.57,,,
CHE,JOR,1644.61,,,
CHE,JPN,1060.09,,,
CHE,FIN,1055.72,,,
CHE,MAC,941.24,,,
CHE,HRV,880.59,,,
CHE,BOL,642.11,,,
CHE,VEN,567.08,,,
CHE,COL,546.57,,,
CHE,SVK,516.79,,,
CHE,GRC,496.27,,,
CHE,PHL,460.22,,,
CHE,POL,453.07,,,
CHE,PER,423.12,,,
CHE,CZE,388.92,,,
CHE,CYP,335.24,,,
CHE,EGY,323.09,,,
CHE,PRY,258.02,,,
CHE,PAN,243.19,,,
CHE,URY,224.34,,,
CHE,MWI,189.19,,,
CHE,ISL,168.48,,,
CHE,SVN,162.91,,,
CHE,BHS,144.05,,,
CHE,GTM,118.99,,,
CHE,NIC,117.11,,,
CHE,AND,100.46,,,
CHE,CYM,96.90,,,
CHE,LKA,58.62,,,
CHE,HND,38.29,,,
CHE,MUS,23.67,,,
CHE,BLZ,13.66,,,
CHE,LUX,12.63,,,
CHL,ARG,200968.62,,,
CHL,USA,93382.26,,,
CHL,ESP,76267.87,,,
CHL,CAN,30854.95,,,
CHL,SWE,29804.75,,,
CHL,AUS,28905.69,,,
CHL,BRA,17236.09,,,
CHL,ECU,15527.55,,,
CHL,VEN,15413.51,,,
CHL,FRA,14615.34,,,
CHL,DEU,9640.68,,,
CHL,NOR,8354.25,,,
CHL,BOL,6979.35,,,
CHL,GBR,6796.32,,,
CHL,CHE,5968.18,,,
CHL,FSM,5665.01,,,
CHL,BEL,4858.91,,,
CHL,ITA,4623.80,,,
CHL,PER,3347.51,,,
CHL,NLD,3042.19,,,
CHL,DOM,2820.91,,,
CHL,PRY,2191.75,,,
CHL,DNK,1751.03,,,
CHL,COL,1626.68,,,
CHL,PAN,1535.81,,,
CHL,NZL,1506.21,,,
CHL,URY,1495.03,,,
CHL,AUT,1099.11,,,
CHL,JPN,738.42,,,
CHL,GRC,401.24,,,
CHL,FIN,374.22,,,
CHL,IRL,354.94,,,
CHL,PRT,267.91,,,
CHL,HUN,258.38,,,
CHL,GTM,235.61,,,
CHL,SLV,220.11,,,
CHL,HND,191.44,,,
CHL,NIC,177.21,,,
CHL,CUB,173.16,,,
CHL,MAC,151.89,,,
CHL,ISL,138.03,,,
CHL,PHL,134.81,,,
CHL,HRV,107.30,,,
CHL,AND,81.71,,,
CHL,HTI,69.93,,,
CHL,TUR,50.42,,,
CHL,MUS,47.34,,,
CHL,CYP,42.12,,,
CHL,CZE,29.30,,,
CHL,POL,24.55,,,
CHL,SVK,12.59,,,
CHL,BLZ,12.29,,,
CHL,LUX,0.63,,,
CHN,HKG,2224502.97,,,
CHN,USA,1736313.65,,,
CHN,JPN,613890.20,,,
CHN,CAN,543573.27,,,
CHN,SGP,497929.15,,,
CHN,THA,376487.16,,,
CHN,AUS,295363.60,,,
CHN,KOR,281684.78,,,
CHN,MKD,246440.67,,,
CHN,ITA,203518.78,,,
CHN,ESP,144204.62,,,
CHN,MDV,125584.44,,,
CHN,DEU,124562.88,,,
CHN,GBR,100958.64,,,
CHN,FRA,87155.70,,,
CHN,NZL,85446.85,,,
CHN,IDN,76913.01,,,
CHN,JOR,76220.62,,,
CHN,PHL,43672.46,,,
CHN,MMR,40721.82,,,
CHN,NLD,37094.85,,,
CHN,IND,25630.73,,,
CHN,MNP,19232.37,,,
CHN,SWE,17033.56,,,
CHN,IRL,16460.32,,,
CHN,MYT,15874.20,,,
CHN,BEL,15435.92,,,
CHN,PAN,13402.20,,,
CHN,NPL,10905.31,,,
CHN,BRA,10364.19,,,
CHN,DNK,9571.70,,,
CHN,VEN,9299.75,,,
CHN,AUT,8885.67,,,
CHN,CHE,8443.89,,,
CHN,KHM,7238.71,,,
CHN,NOR,6971.09,,,
CHN,FIN,5870.44,,,
CHN,HUN,4859.08,,,
CHN,GRC,4668.77,,,
CHN,SUR,4257.19,,,
CHN,ECU,4009.03,,,
CHN,ARG,3958.28,,,
CHN,MWI,3416.73,,,
CHN,PRT,3224.85,,,
CHN,BRN,3054.70,,,
CHN,GUM,2887.38,,,
CHN,CHL,2832.05,,,
CHN,DOM,2739.67,,,
CHN,PER,2682.62,,,
CHN,FSM,2656.87,,,
CHN,MSR,2474.57,,,
CHN,ROM,2137.90,,,
CHN,GAB,1853.16,,,
CHN,KAZ,1739.77,,,
CHN,LVA,1694.65,,,
CHN,TUR,1657.00,,,
CHN,COL,1636.70,,,
CHN,CYP,1404.13,,,
CHN,CZE,1224.33,,,
CHN,BLZ,1213.00,,,
CHN,MAC,1211.54,,,
CHN,EGY,1047.40,,,
CHN,SVK,1034.20,,,
CHN,BOL,893.59,,,
CHN,PRY,811.59,,,
CHN,GUY,792.82,,,
CHN,POL,784.61,,,
CHN,BTN,769.94,,,
CHN,GEO,599.90,,,
CHN,SDN,546.96,,,
CHN,GTM,477.17,,,
CHN,ZMB,418.37,,,
CHN,ISL,408.00,,,
CHN,SLB,395.60,,,
CHN,HND,368.95,,,
CHN,PNG,367.86,,,
CHN,LKA,315.55,,,
CHN,CUB,289.92,,,
CHN,MUS,270.23,,,
CHN,SLV,248.16,,,
CHN,ASM,190.88,,,
CHN,WSM,113.92,,,
CHN,LUX,87.13,,,
CHN,BHS,86.25,,,
CHN,NIC,67.80,,,
CHN,COG,48.04,,,
CHN,MRT,32.55,,,
CHN,TON,26.62,,,
CHN,URY,19.92,,,
CHN,ATG,9.76,,,
CHN,CYM,8.81,,,
CHN,LCA,7.87,,,
CIV,BFA,842930.53,,,
CIV,MLT,77549.18,,,
CIV,FRA,71333.59,,,
CIV,ITA,22276.42,,,
CIV,USA,9388.45,,,
CIV,NGA,4360.50,,,
CIV,DEU,4339.26,,,
CIV,GBR,3700.82,,,
CIV,GAB,3661.40,,,
CIV,LBY,2950.77,,,
CIV,CAN,2683.29,,,
CIV,GIN,2428.64,,,
CIV,ESP,2074.42,,,
CIV,NER,1859.40,,,
CIV,BEL,1817.43,,,
CIV,CHE,1234.49,,,
CIV,NLD,937.98,,,
CIV,SWE,465.40,,,
CIV,DNK,451.49,,,
CIV,AUS,420.45,,,
CIV,SLE,413.79,,,
CIV,MUS,331.37,,,
CIV,IRL,226.89,,,
CIV,NOR,203.62,,,
CIV,CAF,142.87,,,
CIV,PRT,129.73,,,
CIV,GRC,106.51,,,
CIV,JPN,96.10,,,
CIV,FIN,84.11,,,
CIV,MAC,47.84,,,
CIV,PER,24.47,,,
CIV,CHL,17.13,,,
CIV,CZE,14.14,,,
CIV,HUN,10.61,,,
CIV,NZL,9.84,,,
CIV,POL,8.54,,,
CIV,FSM,5.95,,,
CIV,DOM,4.51,,,
CIV,BOL,3.35,,,
CIV,ECU,3.30,,,
CIV,PAN,2.95,,,
CIV,SVK,2.52,,,
CIV,VEN,1.99,,,
CIV,TUR,1.12,,,
CIV,URY,0.87,,,
CMR,FRA,68249.62,,,
CMR,TCD,48546.85,,,
CMR,GAB,33875.83,,,
CMR,USA,26911.59,,,
CMR,NGA,25295.63,,,
CMR,DEU,15559.46,,,
CMR,ITA,9023.95,,,
CMR,CAF,6992.62,,,
CMR,ESP,5517.25,,,
CMR,GBR,4282.30,,,
CMR,CAN,3597.12,,,
CMR,BEL,3209.50,,,
CMR,COG,3134.85,,,
CMR,CHE,2841.56,,,
CMR,GNQ,2066.97,,,
CMR,NLD,1751.83,,,
CMR,MUS,662.75,,,
CMR,MLT,629.71,,,
CMR,IRL,586.33,,,
CMR,NOR,450.87,,,
CMR,SWE,311.48,,,
CMR,JPN,264.01,,,
CMR,DNK,254.55,,,
CMR,AUS,210.22,,,
CMR,GRC,171.83,,,
CMR,MAC,105.25,,,
CMR,PRT,81.78,,,
CMR,HUN,66.52,,,
CMR,ECU,62.74,,,
CMR,CYP,50.90,,,
CMR,FIN,48.07,,,
CMR,ZMB,42.85,,,
CMR,NZL,22.97,,,
CMR,TUR,17.93,,,
CMR,POL,10.67,,,
CMR,CHL,6.85,,,
CMR,CZE,6.06,,,
CMR,FSM,5.95,,,
CMR,DOM,4.51,,,
CMR,SVK,4.41,,,
CMR,VEN,3.97,,,
CMR,BOL,3.35,,,
CMR,PER,2.16,,,
CMR,NIC,1.54,,,
COD,RWA,372963.89,,,
COD,UGA,85475.80,,,
COD,COG,78458.22,,,
COD,BEL,76869.53,,,
COD,FRA,61947.59,,,
COD,ZMB,45829.56,,,
COD,DEU,21445.83,,,
COD,CAF,21109.96,,,
COD,CAN,16443.17,,,
COD,BDI,14880.96,,,
COD,GBR,11350.15,,,
COD,USA,7385.91,,,
COD,AGO,5564.12,,,
COD,NLD,3514.69,,,
COD,IRL,2979.34,,,
COD,SDN,2343.82,,,
COD,PRT,2280.10,,,
COD,ESP,1625.02,,,
COD,SWE,1485.88,,,
COD,AUS,1261.34,,,
COD,CHE,1020.13,,,
COD,MAC,687.69,,,
COD,ITA,649.90,,,
COD,FIN,564.77,,,
COD,JPN,261.99,,,
COD,GRC,173.25,,,
COD,NZL,95.16,,,
COD,MUS,59.17,,,
COD,POL,36.29,,,
COD,CZE,33.34,,,
COD,NIC,26.20,,,
COD,SVK,25.18,,,
COD,CHL,23.99,,,
COD,FSM,14.88,,,
COD,HUN,5.78,,,
COD,PER,5.76,,,
COD,DOM,4.51,,,
COD,BOL,3.35,,,
