OriginCode,DestCode,Migrants,,,
EST,GBR,2686.21,,,
EST,AUS,2417.57,,,
EST,NLD,1769.82,,,
EST,ESP,1298.18,,,
EST,BEL,1250.73,,,
EST,DNK,1070.48,,,
EST,ITA,954.41,,,
EST,KAZ,894.74,,,
EST,FRA,778.04,,,
EST,NOR,765.03,,,
EST,LUX,701.42,,,
EST,PRT,317.27,,,
EST,POL,308.09,,,
EST,CHE,246.90,,,
EST,AUT,202.57,,,
EST,GRC,133.49,,,
EST,TUR,126.60,,,
EST,NZL,114.85,,,
EST,JPN,77.89,,,
EST,HUN,66.52,,,
EST,CZE,61.62,,,
EST,ISL,52.78,,,
EST,GEO,41.37,,,
EST,VEN,38.73,,,
EST,MAC,33.49,,,
EST,CHL,30.84,,,
EST,CYP,26.33,,,
EST,ARG,20.81,,,
EST,ECU,16.51,,,
EST,SVK,13.85,,,
EST,FSM,10.42,,,
EST,PAN,8.84,,,
EST,BOL,6.71,,,
EST,COG,6.01,,,
EST,URY,2.60,,,
EST,PER,1.44,,,
EST,BLZ,1.37,,,
ETH,SDN,152093.72,,,
ETH,USA,139693.10,,,
ETH,ISR,87556.29,,,
ETH,DJI,34696.71,,,
ETH,KEN,30763.44,,,
ETH,SAU,28618.33,,,
ETH,CAN,22950.59,,,
ETH,DEU,21084.84,,,
ETH,ITA,17225.63,,,
ETH,SWE,12533.97,,,
ETH,GBR,10298.45,,,
ETH,NLD,8143.53,,,
ETH,AUS,7357.81,,,
ETH,NOR,5198.14,,,
ETH,FRA,3956.29,,,
ETH,CHE,2018.95,,,
ETH,GRC,1662.93,,,
ETH,DNK,1520.60,,,
ETH,BEL,1360.07,,,
ETH,FIN,1236.70,,,
ETH,ESP,1057.86,,,
ETH,NZL,1013.98,,,
ETH,EGY,635.62,,,
ETH,JPN,312.56,,,
ETH,IRL,220.16,,,
ETH,HUN,96.41,,,
ETH,CZE,79.80,,,
ETH,ISL,77.13,,,
ETH,CYP,71.96,,,
ETH,ATG,66.51,,,
ETH,TUR,66.10,,,
ETH,SVK,57.28,,,
ETH,POL,51.23,,,
ETH,NIC,44.69,,,
ETH,MAC,26.31,,,
ETH,FSM,20.84,,,
ETH,PRT,18.33,,,
ETH,VEN,17.88,,,
ETH,CAF,10.78,,,
ETH,CHL,10.28,,,
ETH,URY,6.93,,,
ETH,ECU,6.60,,,
ETH,PAN,5.90,,,
ETH,BOL,5.03,,,
ETH,GTM,3.57,,,
ETH,CYM,2.94,,,
ETH,PER,1.44,,,
ETH,BLZ,1.37,,,
FIN,SWE,189534.96,,,
FIN,DEU,21363.39,,,
FIN,GBR,14996.67,,,
FIN,CAN,14603.86,,,
FIN,USA,13490.42,,,
FIN,ESP,13238.41,,,
FIN,NOR,10220.29,,,
FIN,AUS,10090.71,,,
FIN,CHE,4311.72,,,
FIN,DNK,4142.67,,,
FIN,FRA,4015.52,,,
FIN,BEL,3681.52,,,
FIN,NLD,2391.50,,,
FIN,ITA,2240.39,,,
FIN,TUR,1873.23,,,
FIN,AUT,1698.98,,,
FIN,IRL,1363.48,,,
FIN,GRC,1275.86,,,
FIN,EST,998.88,,,
FIN,MAC,838.39,,,
FIN,HUN,768.39,,,
FIN,JPN,592.76,,,
FIN,LBN,588.32,,,
FIN,PHL,536.14,,,
FIN,TZA,501.88,,,
FIN,PRT,439.94,,,
FIN,CYP,437.04,,,
FIN,NZL,433.16,,,
FIN,CZE,335.38,,,
FIN,ISL,306.50,,,
FIN,POL,223.87,,,
FIN,CHL,221.01,,,
FIN,FSM,187.54,,,
FIN,ECU,175.02,,,
FIN,BRA,166.01,,,
FIN,SVK,81.20,,,
FIN,DOM,67.70,,,
FIN,BOL,63.71,,,
FIN,VEN,51.64,,,
FIN,PER,43.89,,,
FIN,LUX,41.04,,,
FIN,NIC,29.28,,,
FIN,ATG,21.28,,,
FIN,PAN,19.16,,,
FIN,CYM,14.68,,,
FIN,HND,10.44,,,
FIN,URY,9.53,,,
FIN,LTU,2.22,,,
FJI,AUS,60544.28,,,
FJI,USA,41338.48,,,
FJI,NZL,41287.77,,,
FJI,CAN,28387.02,,,
FJI,GBR,4588.28,,,
FJI,NCL,3707.74,,,
FJI,SLB,360.25,,,
FJI,WSM,258.91,,,
FJI,JPN,187.13,,,
FJI,IND,178.94,,,
FJI,ASM,174.88,,,
FJI,CHE,169.46,,,
FJI,DEU,113.45,,,
FJI,FRA,112.78,,,
FJI,TON,107.94,,,
FJI,NLD,63.07,,,
FJI,PHL,60.43,,,
FJI,ITA,57.91,,,
FJI,ESP,54.00,,,
FJI,SWE,50.90,,,
FJI,IRL,47.18,,,
FJI,NOR,33.45,,,
FJI,VUT,30.83,,,
FJI,DNK,26.79,,,
FJI,BEL,22.67,,,
FJI,CHL,17.13,,,
FJI,FIN,12.02,,,
FJI,GRC,9.94,,,
FJI,CZE,7.07,,,
FJI,CYP,5.27,,,
FJI,MAC,3.59,,,
FJI,FSM,2.98,,,
FJI,CYM,2.94,,,
FJI,BLZ,2.73,,,
FJI,TUR,2.24,,,
FJI,POL,2.13,,,
FJI,BOL,1.68,,,
FJI,PAN,1.47,,,
FJI,HUN,0.96,,,
FJI,PER,0.72,,,
FJI,SVK,0.63,,,
FRA,ESP,252618.47,,,
FRA,BEL,174749.61,,,
FRA,DEU,169945.32,,,
FRA,USA,160720.67,,,
FRA,PRT,134355.00,,,
FRA,GBR,128019.72,,,
FRA,CHE,110376.54,,,
FRA,CAN,92605.59,,,
FRA,ISR,41771.34,,,
FRA,ITA,40052.57,,,
FRA,POL,36149.80,,,
FRA,PYF,25755.35,,,
FRA,AUS,25752.34,,,
FRA,MAC,22494.18,,,
FRA,NLD,20251.21,,,
FRA,TUR,17979.46,,,
FRA,SEN,17191.73,,,
FRA,GAB,14827.55,,,
FRA,IRL,13657.20,,,
FRA,MWI,12365.11,,,
FRA,COG,10941.93,,,
FRA,MNG,9298.45,,,
FRA,JPN,8881.29,,,
FRA,CMR,8792.55,,,
FRA,BRA,8433.42,,,
FRA,FSM,8378.44,,,
FRA,AUT,7714.68,,,
FRA,SWE,7459.71,,,
FRA,TGO,6392.79,,,
FRA,ARG,6223.12,,,
FRA,AND,5805.45,,,
FRA,DNK,5569.55,,,
FRA,CHL,5213.51,,,
FRA,MYT,4598.73,,,
FRA,NOR,4463.65,,,
FRA,DOM,3764.22,,,
FRA,CZE,3669.97,,,
FRA,THA,3569.54,,,
FRA,NZL,3550.58,,,
FRA,HUN,3464.98,,,
FRA,TUN,3425.12,,,
FRA,VEN,3323.04,,,
FRA,JOR,3251.33,,,
FRA,SUR,3143.38,,,
FRA,ECU,3100.89,,,
FRA,CAF,3059.61,,,
FRA,MLT,2604.14,,,
FRA,MUS,2364.99,,,
FRA,SVK,2139.53,,,
FRA,BEN,1915.68,,,
FRA,FIN,1872.88,,,
FRA,GRC,1872.43,,,
FRA,EGY,1744.26,,,
FRA,COL,1656.76,,,
FRA,GIN,1613.60,,,
FRA,KHM,1311.31,,,
FRA,KOR,1277.79,,,
FRA,IND,1188.23,,,
FRA,URY,814.21,,,
FRA,CYP,810.89,,,
FRA,PER,805.94,,,
FRA,BOL,702.46,,,
FRA,ISL,610.98,,,
FRA,COM,522.30,,,
FRA,OMN,516.00,,,
FRA,HRV,495.70,,,
FRA,PAN,470.18,,,
FRA,PHL,455.57,,,
FRA,LKA,425.11,,,
FRA,PRY,377.18,,,
FRA,SVN,329.43,,,
FRA,ANT,223.61,,,
FRA,SLV,205.00,,,
FRA,GTM,201.10,,,
FRA,CPV,186.59,,,
FRA,VUT,174.43,,,
FRA,NIC,171.04,,,
FRA,GNQ,152.06,,,
FRA,SDN,148.09,,,
FRA,CUB,144.47,,,
FRA,ZMB,141.14,,,
FRA,BHS,129.82,,,
FRA,MHL,127.75,,,
FRA,LBY,123.62,,,
FRA,LUX,119.32,,,
FRA,GNB,99.09,,,
FRA,HND,88.76,,,
FRA,LTU,73.10,,,
FRA,ATG,55.87,,,
FRA,CYM,46.98,,,
FRA,LCA,39.37,,,
FRA,STP,33.11,,,
FRA,WSM,20.71,,,
FRA,BLZ,10.93,,,
FRO,ISL,663.75,,,
FRO,AUS,32.54,,,
FRO,PAN,14.74,,,
FRO,NZL,12.40,,,
FRO,ECU,9.91,,,
FRO,NLD,3.26,,,
FRO,GRC,2.84,,,
FRO,FSM,1.49,,,
FRO,URY,0.87,,,
FSM,USA,9227.75,,,
FSM,GUM,7437.33,,,
FSM,MNP,2711.51,,,
FSM,PHL,1148.22,,,
FSM,FJI,456.97,,,
FSM,PLW,298.41,,,
FSM,ESP,241.43,,,
FSM,NZL,55.79,,,
FSM,JPN,26.30,,,
FSM,CAN,18.90,,,
FSM,AUS,13.56,,,
FSM,CHE,12.34,,,
FSM,GBR,3.97,,,
FSM,ECU,3.30,,,
FSM,DEU,2.95,,,
FSM,CHL,1.71,,,
FSM,NOR,1.45,,,
FSM,FRA,1.14,,,
FSM,PER,0.72,,,
GAB,FRA,14615.34,,,
GAB,MLT,4748.10,,,
GAB,COG,648.59,,,
GAB,USA,599.53,,,
GAB,CAN,560.61,,,
GAB,STP,452.46,,,
GAB,DEU,449.40,,,
GAB,BEL,434.69,,,
GAB,ESP,387.56,,,
GAB,TCD,318.28,,,
GAB,ITA,205.44,,,
GAB,CAF,187.35,,,
GAB,GBR,178.82,,,
GAB,CHE,173.95,,,
GAB,MUS,145.96,,,
GAB,PRT,101.53,,,
GAB,NLD,90.09,,,
GAB,JPN,29.33,,,
GAB,AUS,27.12,,,
GAB,GRC,17.04,,,
GAB,IRL,13.48,,,
GAB,MAC,11.96,,,
GAB,CHL,10.28,,,
GAB,NOR,8.73,,,
GAB,NZL,6.56,,,
GAB,TUR,4.48,,,
GAB,FSM,2.98,,,
GAB,SWE,2.42,,,
GAB,VEN,1.99,,,
GAB,FIN,1.72,,,
GAB,PER,1.44,,,
GAB,POL,1.07,,,
GAB,CZE,1.01,,,
GBR,AUS,1207837.42,,,
GBR,USA,701092.91,,,
GBR,CAN,674746.09,,,
GBR,ESP,411074.25,,,
GBR,IRL,397465.45,,,
GBR,NZL,268085.02,,,
GBR,FRA,172836.45,,,
GBR,DEU,154826.35,,,
GBR,NLD,45838.01,,,
GBR,PHL,41833.15,,,
GBR,ITA,34389.85,,,
GBR,CYP,32145.91,,,
GBR,SAU,31999.14,,,
GBR,CHE,28480.72,,,
GBR,ISR,28095.31,,,
GBR,BEL,25548.85,,,
GBR,ZWE,24657.03,,,
GBR,TUR,21225.12,,,
GBR,NOR,20849.27,,,
GBR,SWE,19664.18,,,
GBR,JPN,17527.90,,,
GBR,DNK,14508.93,,,
GBR,PRT,14196.66,,,
GBR,GRC,14106.61,,,
GBR,MDV,12803.38,,,
GBR,OMN,10954.79,,,
GBR,AUT,8868.68,,,
GBR,THA,8550.43,,,
GBR,IDN,7090.80,,,
GBR,JOR,6654.24,,,
GBR,BMU,5467.55,,,
GBR,MHL,5128.93,,,
GBR,IND,5062.33,,,
GBR,JAM,5012.07,,,
GBR,FIN,4478.87,,,
GBR,BRA,4058.75,,,
GBR,BRN,4039.84,,,
GBR,CYM,4002.08,,,
GBR,FSM,3963.72,,,
GBR,BRB,3886.26,,,
GBR,MAC,3787.70,,,
GBR,HUN,3695.40,,,
GBR,MYT,3081.72,,,
GBR,ECU,2955.59,,,
GBR,POL,2948.70,,,
GBR,TZA,2864.37,,,
GBR,CHL,2677.86,,,
GBR,ZMB,2618.62,,,
GBR,PNG,2553.28,,,
GBR,UGA,2432.74,,,
GBR,KOR,2221.44,,,
GBR,LCA,2149.37,,,
GBR,TTO,1719.33,,,
GBR,ISL,1664.46,,,
GBR,BHS,1574.71,,,
GBR,MNG,1548.07,,,
GBR,CZE,1459.71,,,
GBR,AND,1264.50,,,
GBR,SVK,1124.21,,,
GBR,FJI,1028.89,,,
GBR,COL,1000.88,,,
GBR,IRQ,946.63,,,
GBR,DOM,866.58,,,
GBR,LBN,836.03,,,
GBR,VCT,747.72,,,
GBR,ATG,736.98,,,
GBR,BOL,630.37,,,
GBR,LBY,579.90,,,
GBR,SDN,560.78,,,
GBR,GEO,537.84,,,
GBR,PER,525.30,,,
GBR,DMA,500.28,,,
GBR,PAN,476.07,,,
GBR,URY,440.89,,,
GBR,KHM,437.87,,,
GBR,LKA,411.97,,,
GBR,GUY,396.41,,,
GBR,SLE,385.17,,,
GBR,BLZ,359.26,,,
GBR,SVN,311.33,,,
GBR,KNA,278.84,,,
GBR,MWI,193.70,,,
GBR,ANT,192.00,,,
GBR,GTM,174.92,,,
GBR,LUX,155.94,,,
GBR,PRY,141.68,,,
GBR,SLB,141.41,,,
GBR,VEN,86.40,,,
GBR,HND,63.52,,,
GBR,VUT,62.99,,,
GBR,NIC,57.01,,,
GBR,WSM,53.26,,,
GBR,LTU,36.55,,,
GBR,CAF,36.39,,,
GEO,RUS,644389.87,,,
GEO,ARM,75792.14,,,
GEO,UKR,72409.99,,,
GEO,GRC,41816.52,,,
GEO,ISR,26032.02,,,
GEO,USA,25309.76,,,
GEO,DEU,18164.49,,,
GEO,CYP,13497.25,,,
GEO,ESP,10701.90,,,
GEO,TUR,7294.63,,,
GEO,AZE,5258.33,,,
GEO,LBN,3844.72,,,
GEO,KAZ,2634.51,,,
GEO,BLR,1806.54,,,
GEO,CAN,1781.10,,,
GEO,ITA,1315.88,,,
GEO,FRA,1156.24,,,
GEO,NLD,940.79,,,
GEO,GBR,737.78,,,
GEO,AUT,658.68,,,
GEO,LUX,567.58,,,
GEO,POL,464.80,,,
GEO,AUS,420.45,,,
GEO,BEL,416.02,,,
GEO,SWE,385.41,,,
GEO,CHE,372.59,,,
GEO,IRL,366.18,,,
GEO,CZE,361.64,,,
GEO,PRT,198.82,,,
GEO,DNK,158.09,,,
GEO,NOR,141.08,,,
GEO,FSM,138.43,,,
GEO,BRA,128.79,,,
GEO,NZL,88.60,,,
GEO,HUN,78.09,,,
GEO,FIN,73.81,,,
GEO,ARG,73.79,,,
GEO,SVK,73.02,,,
GEO,JPN,48.55,,,
GEO,DOM,18.05,,,
GEO,COG,18.02,,,
GEO,MAC,14.35,,,
GEO,BLZ,13.66,,,
GEO,CHL,3.43,,,
GEO,VEN,2.98,,,
GEO,KHM,2.30,,,
GEO,MUS,1.97,,,
GEO,PAN,1.47,,,
GEO,URY,0.87,,,
GEO,LKA,0.55,,,
GHA,NGA,186014.94,,,
GHA,CIV,111001.06,,,
GHA,USA,110931.07,,,
GHA,GBR,96795.40,,,
GHA,BFA,50217.33,,,
GHA,ITA,49930.81,,,
GHA,TGO,39247.09,,,
GHA,DEU,34152.72,,,
GHA,CAN,21920.34,,,
GHA,LBY,15785.00,,,
GHA,ESP,14683.90,,,
GHA,NLD,12122.70,,,
GHA,FRA,4984.95,,,
GHA,AUS,3678.91,,,
GHA,BEL,3576.18,,,
GHA,MLT,2649.42,,,
GHA,NER,2598.57,,,
GHA,JPN,1905.73,,,
GHA,CHE,1852.85,,,
GHA,NOR,1703.14,,,
GHA,SLE,1507.28,,,
GHA,DNK,1453.61,,,
GHA,SWE,1441.04,,,
GHA,GIN,1313.95,,,
GHA,IRL,869.39,,,
GHA,GRC,577.98,,,
GHA,FIN,506.40,,,
GHA,ZMB,408.29,,,
GHA,NZL,403.62,,,
GHA,MUS,353.07,,,
GHA,EGY,213.28,,,
GHA,TUR,161.33,,,
GHA,HUN,78.09,,,
GHA,PRT,76.14,,,
GHA,CYP,73.72,,,
GHA,BHS,59.57,,,
GHA,ECU,52.84,,,
GHA,POL,49.10,,,
GHA,CZE,42.43,,,
GHA,ATG,23.06,,,
GHA,MAC,22.72,,,
GHA,CAF,21.57,,,
GHA,VEN,17.88,,,
GHA,FSM,17.86,,,
GHA,PAN,14.74,,,
GHA,SVK,14.48,,,
GHA,PHL,13.95,,,
GHA,CHL,13.71,,,
GHA,BLZ,12.29,,,
GHA,CYM,5.87,,,
GHA,BOL,3.35,,,
GHA,LUX,3.16,,,
GHA,PER,1.44,,,
GIN,CIV,134171.29,,,
GIN,SEN,80773.02,,,
GIN,SLE,69127.39,,,
GIN,GMB,58624.86,,,
GIN,LBY,49943.95,,,
GIN,FRA,22124.14,,,
GIN,MLT,16267.17,,,
GIN,ESP,12657.22,,,
GIN,USA,6403.18,,,
GIN,NGA,6194.51,,,
GIN,MUS,5197.46,,,
GIN,GNB,4832.59,,,
GIN,DEU,3505.30,,,
GIN,ITA,2949.04,,,
GIN,CAN,2392.26,,,
GIN,NLD,2191.30,,,
GIN,BEL,1102.72,,,
GIN,AUS,525.56,,,
GIN,AGO,485.14,,,
GIN,CHE,474.72,,,
GIN,PRT,418.79,,,
GIN,GBR,351.01,,,
GIN,JPN,249.85,,,
GIN,SWE,183.01,,,
GIN,CPV,108.31,,,
GIN,IRL,103.34,,,
GIN,DNK,73.69,,,
GIN,CAF,55.26,,,
GIN,NOR,52.36,,,
GIN,HUN,38.56,,,
GIN,MAC,27.51,,,
GIN,CZE,23.23,,,
GIN,FIN,15.45,,,
GIN,SVK,13.85,,,
GIN,ECU,13.21,,,
GIN,POL,12.81,,,
GIN,NIC,10.79,,,
GIN,FSM,10.42,,,
GIN,GRC,9.94,,,
GIN,TUR,7.84,,,
GIN,PAN,7.37,,,
GIN,CHL,5.14,,,
GIN,DOM,4.51,,,
GIN,BLZ,4.10,,,
GIN,NZL,3.28,,,
GIN,CYM,2.94,,,
GIN,PER,2.88,,,
GIN,CYP,1.76,,,
GIN,BOL,1.68,,,
GIN,VEN,0.99,,,
GMB,ESP,18112.32,,,
GMB,USA,7472.44,,,
GMB,NGA,6508.84,,,
GMB,SEN,5881.49,,,
GMB,GBR,5197.57,,,
GMB,DEU,4049.00,,,
GMB,SWE,3358.38,,,
GMB,SLE,2778.45,,,
GMB,NOR,1282.81,,,
GMB,FRA,1168.77,,,
GMB,ITA,972.61,,,
GMB,GNB,908.76,,,
GMB,CIV,856.64,,,
GMB,GIN,797.06,,,
GMB,DNK,680.58,,,
GMB,MLT,632.87,,,
GMB,NLD,460.48,,,
GMB,FIN,345.04,,,
GMB,CAN,296.05,,,
GMB,BEL,217.34,,,
GMB,AUS,210.22,,,
GMB,CHE,199.76,,,
GMB,GRC,53.96,,,
GMB,IRL,53.92,,,
GMB,ECU,46.23,,,
GMB,PRT,35.25,,,
GMB,NZL,22.97,,,
GMB,JPN,22.25,,,
GMB,TUR,15.68,,,
GMB,CZE,9.09,,,
GMB,CAF,6.74,,,
GMB,FSM,5.95,,,
GMB,CHL,3.43,,,
GMB,POL,3.20,,,
GMB,HUN,1.93,,,
GMB,PAN,1.47,,,
GMB,PER,1.44,,,
GMB,VEN,0.99,,,
GNB,PRT,30225.01,,,
GNB,SEN,24154.77,,,
GNB,GMB,20157.61,,,
GNB,FRA,8653.03,,,
GNB,ESP,7462.21,,,
GNB,NGA,4847.36,,,
GNB,GIN,2749.26,,,
GNB,MUS,2017.84,,,
GNB,CPV,1233.18,,,
GNB,DEU,736.72,,,
GNB,USA,562.44,,,
GNB,GBR,504.66,,,
GNB,CIV,387.82,,,
GNB,NLD,212.22,,,
GNB,CHE,160.48,,,
GNB,SWE,109.08,,,
GNB,BEL,102.67,,,
GNB,STP,77.25,,,
GNB,CAN,69.29,,,
GNB,DNK,36.17,,,
GNB,ITA,35.39,,,
GNB,CAF,33.70,,,
GNB,NOR,17.45,,,
GNB,MAC,16.74,,,
GNB,AUS,14.91,,,
GNB,HUN,10.61,,,
GNB,ECU,9.91,,,
GNB,CZE,9.09,,,
GNB,FIN,5.15,,,
GNB,PAN,4.42,,,
GNB,BLZ,4.10,,,
GNB,PER,3.60,,,
GNB,JPN,3.03,,,
GNB,GRC,2.84,,,
GNB,FSM,1.49,,,
GNB,SVK,1.10,,,
GNB,VEN,0.99,,,
GNQ,GAB,62711.05,,,
GNQ,ESP,24828.78,,,
GNQ,NGA,4771.73,,,
GNQ,COG,531.48,,,
GNQ,USA,375.79,,,
GNQ,STP,353.14,,,
GNQ,DEU,153.24,,,
GNQ,CAF,144.22,,,
GNQ,FRA,142.39,,,
GNQ,PRT,78.96,,,
GNQ,GBR,67.55,,,
GNQ,CHE,30.30,,,
GNQ,NLD,28.03,,,
GNQ,BEL,21.33,,,
GNQ,CAN,18.90,,,
GNQ,SWE,16.97,,,
GNQ,ITA,16.09,,,
GNQ,TUR,13.44,,,
GNQ,VEN,6.95,,,
GNQ,PER,5.76,,,
GNQ,AUS,4.07,,,
GNQ,CHL,3.43,,,
GNQ,JPN,3.03,,,
GNQ,CZE,3.03,,,
GNQ,NOR,2.91,,,
GNQ,HUN,2.89,,,
GNQ,FSM,1.49,,,
GNQ,GRC,1.42,,,
GNQ,BLZ,1.37,,,
GNQ,DNK,1.34,,,
GNQ,SVK,1.26,,,
GNQ,URY,0.87,,,
GRC,DEU,470350.23,,,
GRC,USA,151238.69,,,
GRC,AUS,140113.77,,,
GRC,CAN,85126.13,,,
GRC,ALB,80777.75,,,
GRC,TUR,66344.06,,,
GRC,GBR,28101.89,,,
GRC,CYP,20937.41,,,
GRC,ISR,19919.43,,,
GRC,BEL,15142.85,,,
GRC,FRA,13524.06,,,
GRC,SWE,11523.42,,,
GRC,ITA,9183.89,,,
GRC,NLD,8375.77,,,
GRC,CHE,7064.63,,,
GRC,KAZ,6312.88,,,
GRC,ROM,4398.70,,,
GRC,ESP,4373.29,,,
GRC,AUT,3999.14,,,
GRC,ARM,3359.79,,,
GRC,BRA,2752.78,,,
GRC,POL,2353.84,,,
GRC,CZE,1824.38,,,
GRC,HUN,1553.17,,,
GRC,GEO,1365.29,,,
GRC,DNK,1239.10,,,
GRC,NZL,1050.08,,,
GRC,MAC,1034.53,,,
GRC,NOR,925.02,,,
GRC,EGY,908.03,,,
GRC,FIN,803.38,,,
GRC,IRL,695.93,,,
GRC,VEN,684.27,,,
GRC,FSM,443.56,,,
GRC,SVK,399.08,,,
GRC,CHL,340.94,,,
GRC,PAN,334.58,,,
GRC,JPN,318.63,,,
GRC,PHL,305.26,,,
GRC,URY,176.70,,,
GRC,PRT,176.26,,,
GRC,DOM,139.92,,,
GRC,ECU,99.07,,,
GRC,LTU,90.82,,,
GRC,PER,69.08,,,
GRC,BHS,50.68,,,
GRC,ISL,28.42,,,
GRC,NIC,13.87,,,
GRC,PRY,12.20,,,
GRC,HND,8.70,,,
GRC,BOL,6.71,,,
GRC,LUX,5.68,,,
GRC,CYM,2.94,,,
GRC,BLZ,1.37,,,
GRD,USA,33568.44,,,
GRD,GBR,12958.17,,,
GRD,CAN,10180.21,,,
GRD,TTO,9166.76,,,
GRD,BRB,735.42,,,
GRD,VCT,566.89,,,
GRD,FSM,157.77,,,
GRD,ATG,142.78,,,
GRD,VEN,105.27,,,
GRD,AUS,105.11,,,
GRD,DEU,82.51,,,
GRD,FRA,62.65,,,
GRD,SWE,48.48,,,
GRD,CHE,46.01,,,
GRD,NLD,40.04,,,
GRD,ESP,34.94,,,
GRD,BHS,24.01,,,
GRD,LCA,23.62,,,
GRD,CYM,23.49,,,
GRD,ANT,18.73,,,
GRD,NOR,16.00,,,
GRD,DOM,13.54,,,
GRD,IRL,13.48,,,
GRD,PRT,12.69,,,
GRD,ITA,11.70,,,
GRD,BLZ,10.93,,,
GRD,ECU,9.91,,,
GRD,NZL,9.84,,,
GRD,CHL,8.57,,,
GRD,DNK,8.04,,,
GRD,PAN,7.37,,,
GRD,BEL,5.33,,,
GRD,HUN,4.82,,,
GRD,POL,3.20,,,
GRD,PER,2.16,,,
GRD,JPN,2.02,,,
GRD,FIN,1.72,,,
GRD,GRC,1.42,,,
GRD,SVK,0.63,,,
GRL,NOR,5193.77,,,
GRL,GTM,310.58,,,
GRL,ISL,79.16,,,
GRL,AUS,55.59,,,
GRL,NLD,7.60,,,
GRL,PAN,7.37,,,
GRL,GRC,7.10,,,
GRL,FSM,4.47,,,
GRL,NZL,4.13,,,
GTM,USA,753719.97,,,
GTM,FSM,35021.55,,,
GTM,BLZ,20070.49,,,
GTM,CAN,18282.47,,,
GTM,SLV,8528.11,,,
GTM,ESP,6699.19,,,
GTM,CRI,3293.67,,,
GTM,HND,2848.95,,,
GTM,FRA,1745.19,,,
GTM,NIC,1386.82,,,
GTM,DEU,1037.30,,,
GTM,PAN,869.60,,,
GTM,SWE,828.99,,,
GTM,BEL,813.37,,,
GTM,DOM,708.61,,,
GTM,ITA,691.75,,,
GTM,GBR,660.96,,,
GTM,CHE,598.16,,,
GTM,NLD,594.62,,,
GTM,ECU,591.12,,,
GTM,NOR,474.14,,,
GTM,AUS,420.45,,,
GTM,VEN,399.24,,,
GTM,CHL,394.05,,,
GTM,COL,370.06,,,
GTM,PHL,344.00,,,
GTM,IRL,336.97,,,
GTM,BOL,221.30,,,
GTM,DNK,192.92,,,
GTM,BRA,158.97,,,
GTM,JPN,110.26,,,
GTM,PER,89.23,,,
GTM,MAC,64.58,,,
GTM,FIN,51.50,,,
GTM,NZL,45.94,,,
GTM,GRC,36.92,,,
GTM,PRT,36.66,,,
GTM,PRY,35.65,,,
GTM,URY,23.39,,,
GTM,TUR,19.05,,,
GTM,BHS,14.23,,,
GTM,CZE,9.09,,,
GTM,HUN,8.68,,,
GTM,ATG,3.55,,,
GTM,CYP,1.76,,,
GTM,SVK,1.26,,,
GTM,POL,1.07,,,
GUM,USA,42544.89,,,
GUM,MNP,1962.36,,,
GUM,PHL,1315.57,,,
GUM,FJI,596.36,,,
GUM,FSM,553.70,,,
GUM,PLW,234.34,,,
GUM,AUS,105.11,,,
GUM,CAN,81.89,,,
GUM,GBR,80.80,,,
GUM,NZL,22.97,,,
GUM,CHL,6.85,,,
GUM,POL,2.13,,,
GUM,GRC,1.42,,,
GUM,BEL,1.33,,,
GUM,TUR,1.12,,,
GUM,NLD,1.09,,,
GUY,USA,263146.51,,,
GUY,CAN,101505.27,,,
GUY,GBR,24979.46,,,
GUY,SUR,10923.77,,,
GUY,VEN,6550.74,,,
GUY,ATG,4797.88,,,
GUY,TTO,4330.42,,,
GUY,BRB,3327.13,,,
GUY,NLD,2352.46,,,
GUY,BRA,1612.83,,,
GUY,ANT,1503.19,,,
GUY,VCT,784.30,,,
GUY,KNA,741.12,,,
GUY,AUS,630.67,,,
GUY,BHS,630.42,,,
GUY,LCA,527.50,,,
GUY,CYM,231.96,,,
GUY,DEU,203.33,,,
GUY,ESP,162.01,,,
GUY,SWE,136.95,,,
GUY,DNK,131.29,,,
GUY,NZL,124.70,,,
GUY,CHE,122.33,,,
GUY,NOR,120.72,,,
GUY,BLZ,114.74,,,
GUY,IRL,107.83,,,
GUY,BEL,90.67,,,
GUY,DOM,67.70,,,
GUY,PAN,51.59,,,
GUY,HTI,40.79,,,
GUY,FRA,28.48,,,
GUY,ECU,26.42,,,
GUY,CHL,23.99,,,
GUY,PRT,22.56,,,
GUY,ITA,20.80,,,
GUY,FSM,17.86,,,
GUY,FIN,17.17,,,
GUY,POL,13.87,,,
GUY,GRC,12.78,,,
GUY,JPN,9.10,,,
GUY,BOL,8.38,,,
GUY,MAC,8.37,,,
GUY,HUN,6.75,,,
GUY,PER,6.48,,,
GUY,TUR,5.60,,,
GUY,PRY,3.75,,,
GUY,CZE,3.03,,,
GUY,HND,0.87,,,
GUY,URY,0.87,,,
GUY,SVK,0.63,,,
HKG,CAN,250785.95,,,
HKG,USA,214572.23,,,
HKG,GBR,95754.59,,,
HKG,AUS,90711.31,,,
HKG,MKD,19274.43,,,
HKG,NLD,10271.76,,,
HKG,NZL,8407.19,,,
HKG,SGP,2614.67,,,
HKG,IRL,2537.30,,,
HKG,FRA,2194.01,,,
HKG,BEL,2096.11,,,
HKG,NOR,1308.99,,,
HKG,BRN,772.92,,,
HKG,SWE,690.83,,,
HKG,KHM,550.80,,,
HKG,PAN,539.45,,,
HKG,ITA,505.12,,,
