HostCode,TargetCode,Amount
CPV,TWN,1920
CPV,TZA,598
CPV,UGA,299
CPV,UKR,68160
CPV,URY,3840
CPV,USA,80640
CPV,UZB,7680
CPV,VEN,5760
CPV,VNM,5760
CPV,YEM,1920
CPV,ZAF,1794
CPV,ZMB,598
CPV,ZWE,598
CRI,ABW,4928
CRI,AFG,167040
CRI,AGO,4416
CRI,AIA,1792
CRI,ALB,113280
CRI,AND,960
CRI,ANT,41664
CRI,ARE,3840
CRI,ARG,539840
CRI,ARM,59520
CRI,ASM,1920
CRI,ATG,24192
CRI,AUS,91200
CRI,AUT,340800
CRI,AZE,103680
CRI,BDI,2208
CRI,BEL,331200
CRI,BEN,3312
CRI,BFA,7728
CRI,BGD,383040
CRI,BGR,125760
CRI,BHR,3840
CRI,BHS,15680
CRI,BIH,188160
CRI,BLR,284160
CRI,BLZ,46592
CRI,BMU,22080
CRI,BOL,516492.22
CRI,BRA,794304
CRI,BRB,42560
CRI,BRN,960
CRI,BTN,960
CRI,CAF,1104
CRI,CAN,1165440
CRI,CHE,307200
CRI,CHL,479360
CRI,CHN,425280
CRI,CIV,1104
CRI,CMR,1104
CRI,COD,4416
CRI,COG,3312
CRI,COK,960
CRI,COL,1463168
CRI,CPV,1104
CRI,CUB,445312
CRI,CYM,1792
CRI,CYP,12480
CRI,CZE,273600
CRI,DEU,635520
CRI,DMA,16576
CRI,DNK,172800
CRI,DOM,654020.56
CRI,DZA,11040
CRI,ECU,882505.25
CRI,EGY,12144
CRI,ERI,3312
CRI,ESP,993600
CRI,EST,26880
CRI,ETH,2208
CRI,FIN,51840
CRI,FJI,6720
CRI,FLK,2880
CRI,FRA,1272000
CRI,FSM,960
CRI,GBR,640320
CRI,GEO,77760
CRI,GHA,5520
CRI,GIB,2880
CRI,GIN,3312
CRI,GLP,896
CRI,GNB,1104
CRI,GRC,136320
CRI,GRD,27776
CRI,GRL,3840
CRI,GTM,1879950.03
CRI,GUF,1344
CRI,GUM,3840
CRI,GUY,259392
CRI,HKG,52800
CRI,HND,3216119.93
CRI,HRV,87360
CRI,HTI,308224
CRI,HUN,60480
CRI,IDN,121920
CRI,IND,593280
CRI,IRL,141120
CRI,IRN,61440
CRI,IRQ,69120
CRI,ISL,4800
CRI,ISR,63360
CRI,ITA,485760
CRI,JAM,382592
CRI,JOR,44160
CRI,JPN,64320
CRI,KAZ,274560
CRI,KEN,2208
CRI,KGZ,45120
CRI,KHM,22080
CRI,KNA,14336
CRI,KOR,104640
CRI,KWT,13440
CRI,LAO,25920
CRI,LBN,38400
CRI,LCA,20160
CRI,LIE,960
CRI,LKA,59520
CRI,LTU,48000
CRI,LUX,33600
CRI,LVA,33600
CRI,MAC,7680
CRI,MAR,14352
CRI,MCO,2880
CRI,MDA,105600
CRI,MDG,1104
CRI,MEX,4335296
CRI,MKD,37440
CRI,MLI,8832
CRI,MLT,17280
CRI,MMR,19200
CRI,MNG,960
CRI,MOZ,4416
CRI,MRT,1104
CRI,MSR,6720
CRI,MTQ,1344
CRI,MUS,1104
CRI,MWI,1104
CRI,MYS,49920
CRI,NER,3312
CRI,NGA,23838.59
CRI,NIC,141862906.6
CRI,NLD,116160
CRI,NOR,25920
CRI,NPL,58560
CRI,NZL,23040
CRI,OMN,960
CRI,PAK,240000
CRI,PAN,4600960
CRI,PER,648704
CRI,PHL,242880
CRI,PLW,960
CRI,PNG,1920
CRI,POL,303360
CRI,PRI,667072
CRI,PRK,33600
CRI,PRT,285120
CRI,PRY,373632
CRI,PSE,64320
CRI,ROM,768000
CRI,RUS,1922880
CRI,RWA,1104
CRI,SAU,6720
CRI,SCG,242880
CRI,SDN,3312
CRI,SEN,2208
CRI,SGP,18240
CRI,SLV,4446734.18
CRI,SMR,960
CRI,SOM,3312
CRI,SUR,136920
CRI,SVK,73920
CRI,SVN,16320
CRI,SWE,43200
CRI,SYR,26880
CRI,TCA,896
CRI,TCD,1104
CRI,TGO,1104
CRI,THA,55680
CRI,TJK,62400
CRI,TKM,19200
CRI,TLS,1920
CRI,TON,1920
CRI,TTO,135296
CRI,TUN,2880
CRI,TUR,201600
CRI,TWN,39360
CRI,TZA,1104
CRI,UGA,1104
CRI,UKR,934080
CRI,URY,222656
CRI,USA,1897920
CRI,UZB,178560
CRI,VCT,22848
CRI,VEN,307776
CRI,VGB,3136
CRI,VIR,27328
CRI,VNM,145920
CRI,WSM,4800
CRI,YEM,36480
CRI,ZAF,4416
CRI,ZMB,1104
CRI,ZWE,2208
CUB,ABW,2240
CUB,AFG,906240
CUB,AGO,322368
CUB,AIA,896
CUB,ALB,294720
CUB,AND,2880
CUB,ANT,19264
CUB,ARE,40320
CUB,ARG,99904
CUB,ARM,317760
CUB,ASM,17280
CUB,ATG,11200
CUB,AUS,825600
CUB,AUT,878400
CUB,AZE,558720
CUB,BDI,165600
CUB,BEL,859200
CUB,BEN,237360
CUB,BFA,553104
CUB,BGD,2066880
CUB,BGR,325440
CUB,BHR,40320
CUB,BHS,7168
CUB,BIH,486720
CUB,BLR,728640
CUB,BLZ,9856
CUB,BMU,10560
CUB,BOL,43703.19
CUB,BRA,166656
CUB,BRB,19712
CUB,BRN,6720
CUB,BTN,3840
CUB,BWA,6624
CUB,CAF,43056
CUB,CAN,524160
CUB,CHE,796800
CUB,CHL,100800
CUB,CHN,2277120
CUB,CIV,72864
CUB,CMR,69552
CUB,COD,313536
CUB,COG,215280
CUB,COK,9600
CUB,COL,64064
CUB,COM,19872
CUB,CPV,79488
CUB,CRI,34722.12
CUB,CYM,896
CUB,CYP,67200
CUB,CZE,700800
CUB,DEU,1583040
CUB,DJI,6624
CUB,DMA,7616
CUB,DNK,451200
CUB,DOM,273298.45
CUB,DZA,841248
CUB,ECU,185241.31
CUB,EGY,867744
CUB,ERI,238464
CUB,ESP,2568000
CUB,EST,68160
CUB,ETH,120336
CUB,FIN,133440
CUB,FJI,58560
CUB,FLK,960
CUB,FRA,3273600
CUB,FSM,9600
CUB,GAB,22080
CUB,GBR,1652160
CUB,GEO,417600
CUB,GHA,400752
CUB,GIB,6720
CUB,GIN,236256
CUB,GLP,448
CUB,GMB,19872
CUB,GNB,49680
CUB,GNQ,39744
CUB,GRC,353280
CUB,GRD,12992
CUB,GRL,1920
CUB,GTM,244883.27
CUB,GUF,448
CUB,GUM,36480
CUB,GUY,54432
CUB,HKG,286080
CUB,HND,169212.01
CUB,HRV,225600
CUB,HTI,6358016
CUB,HUN,156480
CUB,IDN,657600
CUB,IND,3166080
CUB,IRL,365760
CUB,IRN,346560
CUB,IRQ,392640
CUB,ISL,12480
CUB,ISR,341760
CUB,ITA,1254720
CUB,JAM,1761984
CUB,JOR,246720
CUB,JPN,349440
CUB,KAZ,1470720
CUB,KEN,199824
CUB,KGZ,242880
CUB,KHM,120960
CUB,KIR,1920
CUB,KNA,6720
CUB,KOR,567360
CUB,KWT,157440
CUB,LAO,137280
CUB,LBN,217920
CUB,LBR,36432
CUB,LBY,32016
CUB,LCA,9408
CUB,LIE,1920
CUB,LKA,320640
CUB,LSO,17664
CUB,LTU,122880
CUB,LUX,86400
CUB,LVA,86400
CUB,MAC,41280
CUB,MAR,1047696
CUB,MCO,7680
CUB,MDA,269760
CUB,MDG,59616
CUB,MEX,338240
CUB,MHL,4800
CUB,MKD,96960
CUB,MLI,654672
CUB,MLT,44160
CUB,MMR,104640
CUB,MNG,2880
CUB,MNP,3840
CUB,MOZ,319056
CUB,MRT,43056
CUB,MSR,3136
CUB,MTQ,448
CUB,MUS,68448
CUB,MWI,56304
CUB,MYS,271680
CUB,NAM,8832
CUB,NCL,960
CUB,NER,204240
CUB,NGA,1854642.54
CUB,NIC,141628.53
CUB,NIU,2880
CUB,NLD,300480
CUB,NOR,68160
CUB,NPL,316800
CUB,NZL,211200
CUB,OMN,5760
CUB,PAK,1263360
CUB,PAN,35392
CUB,PER,136192
CUB,PHL,1310400
CUB,PLW,4800
CUB,PNG,21120
CUB,POL,782400
CUB,PRI,309568
CUB,PRK,180480
CUB,PRT,737280
CUB,PRY,78400
CUB,PSE,360000
CUB,PYF,1920
CUB,QAT,5760
CUB,ROM,1982400
CUB,RUS,4902720
CUB,RWA,100464
CUB,SAU,79680
CUB,SCG,625920
CUB,SDN,258336
CUB,SEN,192096
CUB,SGP,98880
CUB,SHN,1920
CUB,SLB,1920
CUB,SLE,38640
CUB,SLV,218407.42
CUB,SMR,1920
CUB,SOM,225216
CUB,STP,8832
CUB,SUR,28840
CUB,SVK,192000
CUB,SVN,41280
CUB,SWE,111360
CUB,SWZ,4416
CUB,SYC,6624
CUB,SYR,152640
CUB,TCA,448
CUB,TCD,118128
CUB,TGO,79488
CUB,THA,303360
CUB,TJK,332160
CUB,TKL,960
CUB,TKM,104640
CUB,TLS,8640
CUB,TON,21120
CUB,TTO,62720
CUB,TUN,213120
CUB,TUR,1086720
CUB,TUV,960
CUB,TWN,213120
CUB,TZA,111504
CUB,UGA,71760
CUB,UKR,2389440
CUB,URY,46592
CUB,USA,853440
CUB,UZB,955200
CUB,VCT,10752
CUB,VEN,153664
CUB,VGB,1344
CUB,VIR,12992
CUB,VNM,787200
CUB,VUT,1920
CUB,WLF,2880
CUB,WSM,43200
CUB,YEM,209280
CUB,ZAF,322368
CUB,ZMB,94944
CUB,ZWE,125856
CYM,AGO,1104
CYM,AND,960
CYM,ANT,3136
CYM,ARE,960
CYM,ARG,3136
CYM,ATG,448
CYM,AUS,196800
CYM,AUT,124800
CYM,BEL,33600
CYM,BGD,3840
CYM,BHR,1920
CYM,BHS,42112
CYM,BLZ,79296
CYM,BMU,16320
CYM,BOL,1324.34
CYM,BRA,16576
CYM,BRB,46144
CYM,BWA,1104
CYM,CAN,648960
CYM,CHE,196800
CYM,CHN,3840
CYM,COL,52416
CYM,COM,1104
CYM,CRI,104905.11
CYM,CUB,167104
CYM,CYP,1920
CYM,CZE,19200
CYM,DEU,66240
CYM,DMA,1792
CYM,DNK,52800
CYM,DOM,26855.92
CYM,ECU,652.26
CYM,EGY,1104
CYM,ESP,72000
CYM,ETH,1104
CYM,FIN,5760
CYM,FJI,960
CYM,FRA,96000
CYM,GBR,1610880
CYM,GHA,2208
CYM,GIN,1104
CYM,GRC,960
CYM,GRD,4480
CYM,GUY,32592
CYM,HKG,960
CYM,HND,1303478.34
CYM,HTI,4928
CYM,HUN,960
CYM,IDN,1920
CYM,IND,68160
CYM,IRL,122880
CYM,IRN,5760
CYM,ISR,6720
CYM,ITA,45120
CYM,JAM,2662464
CYM,JPN,11520
CYM,KEN,19872
CYM,KIR,960
CYM,KNA,1792
CYM,KOR,1920
CYM,KWT,960
CYM,LBN,1920
CYM,LCA,2688
CYM,LKA,960
CYM,MEX,9408
CYM,MLT,3840
CYM,MMR,960
CYM,MSR,896
CYM,MTQ,896
CYM,MUS,4416
CYM,MWI,4416
CYM,MYS,10560
CYM,NER,16560
CYM,NGA,28606.31
CYM,NIC,239389.82
CYM,NIU,960
CYM,NLD,19200
CYM,NZL,28800
CYM,PAK,54720
CYM,PAN,30912
CYM,PER,4032
CYM,PHL,52800
CYM,PNG,960
CYM,POL,4800
CYM,PRI,11200
CYM,PRT,1920
CYM,PRY,448
CYM,PSE,960
CYM,QAT,960
CYM,ROM,9600
CYM,RUS,960
CYM,SAU,3840
CYM,SCG,3840
CYM,SDN,4416
CYM,SGP,4800
CYM,SHN,3840
CYM,SLB,960
CYM,SLE,2208
CYM,SUR,280
CYM,SVK,960
CYM,SWE,4800
CYM,SYC,1104
CYM,TCA,1792
CYM,THA,26880
CYM,TTO,80640
CYM,TZA,9936
CYM,UGA,2208
CYM,URY,2240
CYM,USA,2481600
CYM,VCT,7168
CYM,VEN,8064
CYM,WSM,1920
CYM,YEM,960
CYM,ZAF,22080
CYM,ZMB,6624
CYM,ZWE,12144
CYP,AFG,1920
CYP,ALB,75840
CYP,ANT,448
CYP,ARE,41280
CYP,ARG,10752
CYP,ARM,318720
CYP,ASM,960
CYP,AUS,4046400
CYP,AUT,475200
CYP,AZE,10560
CYP,BDI,1104
CYP,BEL,355200
CYP,BEN,2208
CYP,BGD,176640
CYP,BGR,1670400
CYP,BHR,29760
CYP,BHS,448
CYP,BIH,19200
CYP,BLR,92160
CYP,BLZ,448
CYP,BMU,960
CYP,BOL,1986.51
CYP,BRA,7616
CYP,BRN,960
CYP,BWA,3312
CYP,CAF,4416
CYP,CAN,408000
CYP,CHE,513600
CYP,CHL,5824
CYP,CHN,432000
CYP,CMR,17664
CYP,COG,213072
CYP,COL,15680
CYP,CRI,1477.54
CYP,CUB,4928
CYP,CZE,916800
CYP,DEU,705600
CYP,DJI,1104
CYP,DMA,448
CYP,DNK,230400
CYP,DOM,2369.64
CYP,DZA,12144
CYP,ECU,1304.52
CYP,EGY,1618464
CYP,ERI,2208
CYP,ESP,211200
CYP,EST,7680
CYP,ETH,25392
CYP,FIN,134400
CYP,FJI,1920
CYP,FRA,1248000
CYP,GBR,9882240
CYP,GEO,4149120
CYP,GHA,26496
CYP,GIB,960
CYP,GIN,1104
CYP,GRC,6436800
CYP,GTM,941.86
CYP,GUF,448
CYP,HND,1091.69
CYP,HRV,23040
CYP,HTI,896
CYP,HUN,93120
CYP,IDN,47040
CYP,IND,746880
CYP,IRL,210240
CYP,IRN,325440
CYP,IRQ,84480
CYP,ISL,9600
CYP,ISR,103680
CYP,ITA,131520
CYP,JAM,2240
CYP,JOR,120000
CYP,JPN,23040
CYP,KAZ,64320
CYP,KEN,26496
CYP,KGZ,6720
CYP,KHM,960
CYP,KOR,1920
CYP,KWT,63360
CYP,LAO,1920
CYP,LBN,747840
CYP,LBY,71760
CYP,LKA,2681280
CYP,LTU,24960
CYP,LUX,14400
CYP,LVA,44160
CYP,MAR,20976
CYP,MDA,255360
CYP,MDG,3312
CYP,MEX,8064
CYP,MKD,5760
CYP,MLT,8640
CYP,MMR,11520
CYP,MOZ,3312
CYP,MTQ,448
CYP,MUS,4416
CYP,MWI,2208
CYP,MYS,11520
CYP,NAM,2208
CYP,NER,3312
CYP,NGA,414791.52
CYP,NIC,2506.7
CYP,NLD,131520
CYP,NOR,54720
CYP,NPL,15360
CYP,NZL,24960
CYP,OMN,17280
CYP,PAK,141120
CYP,PAN,2688
CYP,PER,4032
CYP,PHL,1956480
CYP,POL,192000
CYP,PRI,448
CYP,PRK,8640
CYP,PRT,18240
CYP,PRY,1344
CYP,PSE,97920
CYP,QAT,3840
CYP,ROM,7339200
CYP,RUS,3530880
CYP,RWA,1104
CYP,SAU,63360
CYP,SCG,688320
CYP,SDN,162288
CYP,SEN,3312
CYP,SGP,8640
CYP,SLE,2208
CYP,SLV,2041.19
CYP,SOM,3312
CYP,SUR,896
CYP,SVK,36480
CYP,SVN,4800
CYP,SWE,247680
CYP,SYC,3312
CYP,SYR,884160
CYP,THA,71040
CYP,TJK,2880
CYP,TKM,2880
CYP,TTO,1792
CYP,TUN,10560
CYP,TUR,166080
CYP,TWN,2880
CYP,TZA,45264
CYP,UGA,6624
CYP,UKR,889920
CYP,URY,448
CYP,USA,863040
CYP,UZB,19200
CYP,VCT,448
CYP,VEN,8064
CYP,VNM,17280
CYP,YEM,4800
CYP,ZAF,1550016
CYP,ZMB,43056
CYP,ZWE,94944
CZE,ABW,448
CZE,AFG,200640
CZE,AGO,149040
CZE,AIA,896
CZE,ALB,170880
CZE,AND,14400
CZE,ANT,1344
CZE,ARE,29760
CZE,ARG,138432
CZE,ARM,885120
CZE,ASM,23040
CZE,ATG,2240
CZE,AUS,1104000
CZE,AUT,35318400
CZE,AZE,176640
CZE,BDI,1104
CZE,BEL,3624000
CZE,BEN,30912
CZE,BFA,6624
CZE,BGD,31680
CZE,BGR,4500480
CZE,BHR,24000
CZE,BIH,1384320
CZE,BLR,1255680
CZE,BLZ,1344
CZE,BMU,2880
CZE,BOL,31784.14
CZE,BRA,51520
CZE,BRB,6272
CZE,BWA,2208
CZE,CAF,3312
CZE,CAN,470400
CZE,CHE,1848000
CZE,CHL,12992
CZE,CHN,1163520
CZE,CIV,15456
CZE,CMR,6624
CZE,COD,36432
CZE,COG,71760
CZE,COK,2880
CZE,COL,32704
CZE,COM,2208
CZE,CPV,14352
CZE,CRI,8865.22
CZE,CUB,224000
CZE,CYM,1792
CZE,CYP,51840
CZE,DEU,9261120
CZE,DJI,5520
CZE,DMA,448
CZE,DNK,652800
CZE,DOM,4739.28
CZE,DZA,361008
CZE,ECU,25438.07
CZE,EGY,173328
CZE,ERI,4416
CZE,ESP,816000
CZE,EST,58560
CZE,ETH,87216
CZE,FIN,318720
CZE,FJI,6720
CZE,FLK,4800
CZE,FRA,17438400
CZE,GAB,1104
CZE,GBR,1387200
CZE,GEO,343680
CZE,GHA,46368
CZE,GIB,960
CZE,GIN,25392
CZE,GMB,9936
CZE,GNB,9936
CZE,GNQ,3312
CZE,GRC,1733760
CZE,GTM,8476.73
CZE,GUY,1008
CZE,HKG,17280
CZE,HND,3275.07
CZE,HRV,1626240
CZE,HTI,9408
CZE,HUN,5952000
CZE,IDN,84480
CZE,IND,232320
CZE,IRL,64320
CZE,IRN,181440
CZE,IRQ,254400
CZE,ISL,19200
CZE,ISR,135360
CZE,ITA,993600
CZE,JAM,2240
CZE,JOR,97920
CZE,JPN,185280
CZE,KAZ,1772160
CZE,KEN,48576
CZE,KGZ,145920
CZE,KHM,15360
CZE,KIR,3840
CZE,KNA,2240
CZE,KOR,72960
CZE,KWT,52800
CZE,LAO,8640
CZE,LBN,198720
CZE,LBR,9936
CZE,LBY,110400
CZE,LCA,896
CZE,LIE,960
CZE,LKA,29760
CZE,LSO,5520
CZE,LTU,159360
CZE,LUX,72000
CZE,LVA,126720
CZE,MAR,131376
CZE,MCO,1920
CZE,MDA,786240
CZE,MDG,27600
CZE,MDV,960
CZE,MHL,960
CZE,MKD,511680
CZE,MLI,17664
CZE,MLT,7680
CZE,MMR,3840
CZE,MNG,544320
CZE,MNP,4800
CZE,MOZ,4416
CZE,MSR,1792
CZE,MUS,4416
CZE,MWI,20976
CZE,MYS,12480
CZE,NAM,7728
CZE,NER,6624
CZE,NFK,1920
CZE,NGA,328972.58
CZE,NIC,10026.8
CZE,NIU,1920
CZE,NLD,527040
CZE,NOR,102720
CZE,NPL,14400
CZE,NRU,2880
CZE,NZL,33600
CZE,PAK,89280
CZE,PAN,4480
CZE,PER,30464
CZE,PHL,32640
CZE,PLW,960
CZE,PNG,1920
CZE,POL,23718720
CZE,PRI,3136
CZE,PRK,83520
CZE,PRT,37440
CZE,PRY,13888
CZE,PSE,72960
CZE,QAT,25920
CZE,ROM,57412800
CZE,RUS,12800640
CZE,RWA,14352
CZE,SAU,16320
CZE,SCG,4607040
CZE,SDN,73968
CZE,SEN,34224
CZE,SGP,13440
CZE,SLB,960
CZE,SLE,4416
CZE,SLV,6633.87
CZE,SMR,3840
CZE,SOM,6624
CZE,STP,1104
CZE,SUR,896
CZE,SVK,273957120
CZE,SVN,248640
CZE,SWE,201600
CZE,SWZ,2208
CZE,SYC,2208
CZE,SYR,419520
CZE,TCD,8832
CZE,TGO,16560
CZE,THA,30720
CZE,TJK,61440
CZE,TKL,5760
CZE,TKM,45120
CZE,TLS,1920
CZE,TON,8640
CZE,TTO,896
CZE,TUN,150720
CZE,TUR,213120
CZE,TUV,2880
CZE,TWN,20160
CZE,TZA,22080
CZE,UGA,18768
CZE,UKR,31970880
CZE,URY,15680
CZE,USA,2109120
CZE,UZB,170880
CZE,VCT,448
CZE,VEN,20608
CZE,VGB,1792
CZE,VNM,14053440
CZE,VUT,4800
CZE,WSM,1920
CZE,YEM,105600
CZE,ZAF,170016
CZE,ZMB,22080
CZE,ZWE,23184
DEU,ABW,768600
DEU,AFG,134261820
DEU,AGO,100795338
DEU,AIA,370440
DEU,ALB,232885800
DEU,AND,1610476.64
DEU,ANT,38663940
DEU,ARE,4084920
DEU,ARG,73547040
DEU,ARM,43170120
DEU,ASM,1489320
DEU,ATG,3037020
DEU,AUS,106491000
DEU,AUT,600797400
DEU,AZE,70265482.56
DEU,BDI,15144948
DEU,BEL,274180200
DEU,BEN,21723408
DEU,BFA,29448896.4
DEU,BGD,334764360
DEU,BGR,58375800
DEU,BHR,3099600
DEU,BHS,1778700
DEU,BIH,544534200
DEU,BLR,80062920
DEU,BLZ,1769880
DEU,BMU,2409120
DEU,BOL,27050659.27
DEU,BRA,129554109.1
DEU,BRB,11510100
DEU,BRN,2827440
DEU,BTN,752220
DEU,BWA,1848822.09
DEU,CAF,5882940
DEU,CAN,91314720
DEU,CHE,267552600
DEU,CHL,48174840
DEU,CHN,394371180
DEU,CIV,30478266
DEU,CMR,26812296
DEU,COD,56989170
DEU,COG,36306144
DEU,COK,850500
DEU,COL,139144320
DEU,COM,9818424
DEU,CPV,38233314
DEU,CRI,7296492.4
DEU,CUB,53699100
DEU,CYM,311640
DEU,CYP,41564880
DEU,CZE,183552600
DEU,DJI,3193596
DEU,DMA,9161040
DEU,DNK,148440600
DEU,DOM,89572380.75
DEU,DZA,632132046
DEU,ECU,168161521.8
DEU,EGY,118389096
DEU,ERI,23233266
DEU,ESP,749208600
DEU,EST,31948662.56
DEU,ETH,27652716
DEU,FIN,741337816.8
DEU,FJI,4747680
DEU,FLK,423360
DEU,FRA,786643200
DEU,FRO,131040
DEU,FSM,899640
DEU,GAB,5764122
DEU,GBR,532488600
DEU,GEO,76046040
DEU,GHA,63054684
DEU,GIB,4989600
DEU,GIN,22717422
DEU,GLP,164640
DEU,GMB,8189748
DEU,GNB,16521498
DEU,GNQ,8039052
DEU,GRC,666940680
DEU,GRD,5694780
DEU,GRL,1383480
DEU,GTM,37017697.11
DEU,GUF,191963.27
DEU,GUM,5500656
DEU,GUY,16019640
DEU,HKG,40789953.04
DEU,HND,26744026.78
DEU,HRV,613907280
DEU,HTI,28215180
DEU,HUN,143088120
DEU,IDN,153988800
DEU,IND,687408120
DEU,IRL,240392880
DEU,IRN,282194640
DEU,IRQ,267715000
DEU,ISL,6867000
DEU,ISR,39405240
DEU,ITA,1481382000
DEU,JAM,83299020
DEU,JOR,21714840
DEU,JPN,83492640
DEU,KAZ,172766160
DEU,KEN,71140104
DEU,KGZ,32601240
DEU,KHM,20626935.67
DEU,KIR,75012
DEU,KNA,4544832.6
DEU,KOR,98506800
DEU,KWT,9329040
DEU,LAO,40215420
DEU,LBN,173615630.2
DEU,LBR,5283054
DEU,LBY,7178093.58
DEU,LCA,4745160
DEU,LIE,1433880
DEU,LKA,286836076.8
DEU,LSO,1217160
DEU,LTU,27662040
DEU,LUX,38656800
DEU,LVA,29105853.59
DEU,MAC,8830080
DEU,MAR,852104736
DEU,MCO,8324564.72
DEU,MDA,37409400
DEU,MDG,37697184
DEU,MDV,200340
DEU,MEX,148187760
DEU,MHL,400680
DEU,MKD,41043240
DEU,MLI,62570718
DEU,MLT,26398680
DEU,MMR,17830260
DEU,MNG,572149.87
DEU,MNP,756957.35
DEU,MOZ,50842512
DEU,MRT,9215640
DEU,MSR,5415301.5
DEU,MTQ,152880
DEU,MUS,33095160
DEU,MWI,8398404
DEU,MYS,62755560
DEU,MYT,11592
DEU,NAM,1330182
DEU,NCL,68040
DEU,NER,15791202
DEU,NFK,18900
DEU,NGA,378874507
DEU,NIC,19982900.43
DEU,NIU,241920
DEU,NLD,255817800
DEU,NOR,54498687.01
DEU,NPL,40230540
DEU,NRU,49140
DEU,NZL,45480960
DEU,OMN,1101240
DEU,PAK,384693111.9
DEU,PAN,6303360
DEU,PER,65097480
DEU,PHL,309669360
DEU,PLW,200652.48
DEU,PNG,2709801.86
DEU,POL,776401920
DEU,PRI,59776080
DEU,PRK,20563200
DEU,PRT,591796800
DEU,PRY,11686500
DEU,PSE,28382760
DEU,PYF,132300
DEU,QAT,733320
DEU,REU,14700
DEU,ROM,592120200
DEU,RUS,646788584
DEU,RWA,13029408
DEU,SAU,7948080
DEU,SCG,1071902160
DEU,SDN,26035632
DEU,SEN,73646874
DEU,SGP,36613080
DEU,SHN,403701.06
DEU,SLB,275940
DEU,SLE,12302010
DEU,SLV,30625038.23
DEU,SMR,1731240
DEU,SOM,63228564
DEU,STP,5943798
DEU,SUR,59318700
DEU,SVK,58569840
DEU,SVN,17519040
DEU,SWE,87794280
DEU,SWZ,785358
DEU,SYC,2156112
DEU,SYR,31532760
DEU,TCA,117600
DEU,TCD,5964084
DEU,TGO,12530952
DEU,THA,77822640
DEU,TJK,42514920
DEU,TKL,52909.92
DEU,TKM,19991160
DEU,TLS,2464560
DEU,TON,587476.51
DEU,TTO,17343060
DEU,TUN,155000160
DEU,TUR,2710252800
DEU,TUV,147420
DEU,TWN,25597404.67
DEU,TZA,21987126
DEU,UGA,30066750
DEU,UKR,343947240
DEU,URY,19627440
DEU,USA,2989540657
DEU,UZB,89858653.08
DEU,VCT,4312980
DEU,VEN,52514280
DEU,VGB,370440
DEU,VIR,2493120
DEU,VNM,436351860
DEU,VUT,532980
DEU,WLF,168840
DEU,WSM,2124360
DEU,YEM,20318760
DEU,ZAF,100485252
DEU,ZMB,15315930
DEU,ZWE,29434986
DJI,AFG,48960
DJI,AGO,58903
DJI,ALB,16320
DJI,AND,3840
DJI,ANT,1920
DJI,ARE,12480
DJI,ARG,12480
DJI,ARM,17280
DJI,ASM,960
DJI,ATG,960
DJI,AUS,48000
DJI,AUT,48000
DJI,AZE,29760
DJI,BDI,559728
DJI,BEL,67200
DJI,BEN,90896
DJI,BFA,43654
DJI,BGD,111360
DJI,BGR,18240
DJI,BHR,1920
DJI,BHS,960
DJI,BIH,27840
DJI,BLR,40320
DJI,BLZ,960
DJI,BMU,1920
DJI,BOL,11351.48
DJI,BRA,17280
DJI,BRB,1920
DJI,BWA,1495
DJI,CAF,145613
DJI,CAN,69120
DJI,CHE,52800
DJI,CHL,10560
DJI,CHN,155520
DJI,CIV,5980
DJI,CMR,88205
DJI,COD,510094
DJI,COG,676637
DJI,COK,960
DJI,COL,32640
DJI,COM,25714
DJI,CPV,9867
DJI,CRI,3166.15
DJI,CUB,22080
DJI,CYP,3840
DJI,CZE,62400
DJI,DEU,113280
DJI,DMA,960
DJI,DNK,43200
DJI,DOM,32159.4
DJI,DZA,270480
DJI,ECU,19567.74
DJI,EGY,408480
DJI,ERI,651222
DJI,ESP,153600
DJI,EST,3840
DJI,ETH,18239
DJI,FIN,11520
DJI,FJI,3840
DJI,FRA,1809600
DJI,FSM,960
DJI,GAB,57408
DJI,GBR,123840
DJI,GEO,23040
DJI,GHA,33189
DJI,GIN,89401
DJI,GMB,1495
DJI,GNB,35581
DJI,GNQ,108836
DJI,GRC,20160
DJI,GRD,960
DJI,GTM,26237.49
DJI,GUM,1920
DJI,GUY,5760
DJI,HKG,15360
DJI,HND,18714.69
DJI,HRV,12480
DJI,HTI,15360
DJI,HUN,8640
DJI,IDN,35520
DJI,IND,376320
DJI,IRL,21120
DJI,IRN,19200
DJI,IRQ,21120
DJI,ISL,960
DJI,ISR,18240
DJI,ITA,78720
DJI,JAM,18240
DJI,JOR,13440
DJI,JPN,19200
DJI,KAZ,79680
DJI,KEN,280163
DJI,KGZ,13440
DJI,KHM,6720
DJI,KNA,960
DJI,KOR,30720
DJI,KWT,7680
DJI,LAO,7680
DJI,LBN,24960
DJI,LBR,2691
DJI,LBY,17664
DJI,LCA,960
DJI,LKA,17280
DJI,LSO,2691
DJI,LTU,6720
DJI,LUX,4800
DJI,LVA,4800
DJI,MAC,1920
DJI,MAR,288144
DJI,MDA,15360
DJI,MDG,15249
DJI,MEX,208320
DJI,MKD,5760
DJI,MLI,147108
DJI,MLT,2880
DJI,MMR,5760
DJI,MOZ,376740
DJI,MRT,16744
DJI,MUS,7176
DJI,MWI,56212
DJI,MYS,14400
DJI,NAM,5382
DJI,NER,25714
DJI,NGA,3020250.41
